tanggal,pm10,so2,co,o3,no2,max,critical,categori,lokasi_spku
2013-08-01,70,22,32,104,20,104,O3,TIDAK SEHAT,DKI3
2013-08-02,63,25,37,75,15,75,O3,SEDANG,DKI3
2013-08-03,68,23,33,72,16,72,O3,SEDANG,DKI5
2013-08-04,73,23,38,75,12,75,O3,SEDANG,DKI3
2013-08-05,69,19,33,87,27,87,O3,SEDANG,DKI5
2013-08-06,95,19,59,122,19,122,O3,TIDAK SEHAT,DKI5
2013-08-07,61,15,22,86,17,86,O3,SEDANG,DKI5
2013-08-08,67,18,58,94,13,94,O3,SEDANG,DKI4
2013-08-09,53,37,28,87,14,87,O3,SEDANG,DKI4
2013-08-10,66,22,36,117,11,117,O3,TIDAK SEHAT,DKI4
2013-08-11,59,24,32,92,15,92,O3,SEDANG,DKI4
2013-08-12,57,16,23,110,15,110,O3,TIDAK SEHAT,DKI3
2013-08-13,65,22,39,119,18,119,O3,TIDAK SEHAT,DKI3
2013-08-14,64,38,22,115,17,115,O3,TIDAK SEHAT,DKI3
2013-08-15,72,32,25,59,15,72,PM10,SEDANG,DKI4
2013-08-16,67,28,27,68,10,68,O3,SEDANG,DKI1
2013-08-17,68,28,34,66,10,68,PM10,SEDANG,DKI4
2013-08-18,54,16,25,79,13,79,O3,SEDANG,DKI4
2013-08-19,60,29,32,71,16,71,O3,SEDANG,DKI4
2013-08-20,61,24,27,110,19,110,O3,TIDAK SEHAT,DKI3
2013-08-21,83,31,30,107,20,107,O3,TIDAK SEHAT,DKI3
2013-08-22,79,26,29,85,14,85,O3,SEDANG,DKI2
2013-08-23,87,21,39,113,22,113,O3,TIDAK SEHAT,DKI5
2013-08-24,75,26,40,88,19,88,O3,SEDANG,DKI5
2013-08-25,73,42,26,75,13,75,O3,SEDANG,DKI5
2013-08-26,78,40,25,71,14,78,PM10,SEDANG,DKI4
2013-08-27,72,32,27,85,14,85,O3,SEDANG,DKI5
2013-08-28,74,26,28,124,23,124,O3,TIDAK SEHAT,DKI4
2013-08-29,74,30,27,71,13,74,PM10,SEDANG,DKI4
2013-08-30,91,21,34,69,17,91,PM10,SEDANG,DKI4
2013-08-31,68,19,28,81,15,81,O3,SEDANG,DKI3
