tanggal,pm10,so2,co,o3,no2,max,critical,categori,lokasi_spku
2013-06-01,50.0,12.0,20.0,81.0,16.0,81.0,O3,SEDANG,DKI4
2013-06-02,67.0,16.0,42.0,69.0,27.0,69.0,O3,SEDANG,DKI4
2013-06-03,64.0,12.0,28.0,60.0,17.0,64.0,PM10,SEDANG,DKI4
2013-06-04,56.0,10.0,31.0,45.0,17.0,56.0,PM10,SEDANG,DKI4
2013-06-05,62.0,11.0,42.0,95.0,18.0,95.0,O3,SEDANG,DKI4
2013-06-06,53.0,9.0,32.0,48.0,14.0,53.0,PM10,SEDANG,DKI4
2013-06-07,76.0,18.0,53.0,149.0,29.0,149.0,O3,TIDAK SEHAT,DKI4
2013-06-08,111.0,25.0,62.0,129.0,21.0,129.0,O3,TIDAK SEHAT,DKI4
2013-06-09,68.0,33.0,42.0,153.0,21.0,153.0,O3,TIDAK SEHAT,DKI2
2013-06-10,59.0,23.0,28.0,113.0,20.0,113.0,O3,TIDAK SEHAT,DKI3
2013-06-11,66.0,19.0,35.0,116.0,19.0,116.0,O3,TIDAK SEHAT,DKI4
2013-06-12,37.0,10.0,33.0,55.0,12.0,55.0,O3,SEDANG,DKI4
2013-06-13,70.0,29.0,58.0,72.0,25.0,72.0,O3,SEDANG,DKI4
2013-06-14,56.0,23.0,51.0,71.0,13.0,71.0,O3,SEDANG,DKI5
2013-06-15,67.0,28.0,35.0,74.0,13.0,74.0,O3,SEDANG,DKI4
2013-06-16,85.0,33.0,71.0,151.0,21.0,151.0,O3,TIDAK SEHAT,DKI5
2013-06-17,84.0,15.0,53.0,124.0,19.0,124.0,O3,TIDAK SEHAT,DKI3
2013-06-18,78.0,14.0,54.0,65.0,25.0,78.0,PM10,SEDANG,DKI4
2013-06-19,64.0,18.0,35.0,60.0,15.0,64.0,PM10,SEDANG,DKI4
2013-06-20,68.0,21.0,45.0,74.0,17.0,74.0,O3,SEDANG,DKI2
2013-06-21,99.0,24.0,77.0,90.0,30.0,99.0,PM10,SEDANG,DKI4
2013-06-22,92.0,31.0,81.0,82.0,16.0,92.0,PM10,SEDANG,DKI4
2013-06-23,74.0,28.0,66.0,97.0,11.0,97.0,O3,SEDANG,DKI4
2013-06-24,106.0,34.0,40.0,114.0,18.0,114.0,O3,TIDAK SEHAT,DKI2
2013-06-25,87.0,39.0,45.0,140.0,21.0,140.0,O3,TIDAK SEHAT,DKI4
2013-06-26,93.0,40.0,34.0,101.0,26.0,101.0,O3,TIDAK SEHAT,DKI4
2013-06-27,83.0,52.0,58.0,89.0,26.0,89.0,O3,SEDANG,DKI4
2013-06-28,59.0,23.0,38.0,68.0,19.0,68.0,O3,SEDANG,DKI5
2013-06-29,87.0,34.0,81.0,79.0,14.0,87.0,PM10,SEDANG,DKI5
2013-06-30,73.0,40.0,35.0,69.0,14.0,73.0,PM10,SEDANG,DKI4
,,,,,,,,,
