tanggal,pm10,so2,co,o3,no2,max,critical,categori,lokasi_spku
2013-11-01,72.0,35.0,34.0,130.0,22.0,130.0,O3,TIDAK SEHAT,DKI4
2013-11-02,64.0,29.0,44.0,97.0,25.0,97.0,O3,SEDANG,DKI5
2013-11-03,70.0,29.0,38.0,98.0,15.0,98.0,O3,SEDANG,DKI5
2013-11-04,66.0,25.0,30.0,123.0,21.0,123.0,O3,TIDAK SEHAT,DKI2
2013-11-05,79.0,23.0,31.0,118.0,18.0,118.0,O3,TIDAK SEHAT,DKI2
2013-11-06,80.0,30.0,41.0,159.0,19.0,159.0,O3,TIDAK SEHAT,DKI4
2013-11-07,85.0,34.0,39.0,152.0,28.0,152.0,O3,TIDAK SEHAT,DKI4
2013-11-08,80.0,50.0,35.0,132.0,25.0,132.0,O3,TIDAK SEHAT,DKI4
2013-11-09,73.0,55.0,53.0,101.0,19.0,101.0,O3,TIDAK SEHAT,DKI4
2013-11-10,75.0,30.0,53.0,131.0,16.0,131.0,O3,TIDAK SEHAT,DKI2
2013-11-11,68.0,26.0,28.0,157.0,19.0,157.0,O3,TIDAK SEHAT,DKI4
2013-11-12,76.0,40.0,42.0,87.0,23.0,87.0,O3,SEDANG,DKI5
2013-11-13,60.0,45.0,37.0,140.0,19.0,140.0,O3,TIDAK SEHAT,DKI5
2013-11-14,68.0,41.0,60.0,121.0,25.0,121.0,O3,TIDAK SEHAT,DKI3
2013-11-15,62.0,28.0,52.0,104.0,26.0,104.0,O3,TIDAK SEHAT,DKI2
2013-11-16,58.0,33.0,33.0,97.0,17.0,97.0,O3,SEDANG,DKI4
2013-11-17,49.0,24.0,32.0,111.0,13.0,111.0,O3,TIDAK SEHAT,DKI4
2013-11-18,48.0,23.0,29.0,82.0,17.0,82.0,O3,SEDANG,DKI4
2013-11-19,48.0,23.0,35.0,59.0,9.0,59.0,O3,SEDANG,DKI2
2013-11-20,50.0,22.0,33.0,29.0,9.0,50.0,PM10,BAIK,DKI4
2013-11-21,57.0,22.0,28.0,58.0,16.0,58.0,O3,SEDANG,DKI2
2013-11-22,64.0,30.0,26.0,128.0,21.0,128.0,O3,TIDAK SEHAT,DKI2
2013-11-23,67.0,45.0,27.0,85.0,18.0,85.0,O3,SEDANG,DKI4
2013-11-24,62.0,33.0,20.0,147.0,14.0,147.0,O3,TIDAK SEHAT,DKI4
2013-11-25,63.0,28.0,27.0,147.0,19.0,147.0,O3,TIDAK SEHAT,DKI4
2013-11-26,66.0,33.0,27.0,38.0,17.0,66.0,PM10,SEDANG,DKI5
2013-11-27,58.0,35.0,35.0,112.0,28.0,112.0,O3,TIDAK SEHAT,DKI2
2013-11-28,80.0,52.0,32.0,127.0,22.0,127.0,O3,TIDAK SEHAT,DKI4
2013-11-29,55.0,42.0,28.0,140.0,15.0,140.0,O3,TIDAK SEHAT,DKI4
2013-11-30,71.0,50.0,31.0,151.0,24.0,151.0,O3,TIDAK SEHAT,DKI4
,,,,,,,,,
