tanggal,pm10,so2,co,o3,no2,max,critical,categori,lokasi_spku
2013-09-01,74.0,23.0,33.0,67.0,13.0,74.0,PM10,SEDANG,DKI4
2013-09-02,76.0,29.0,30.0,109.0,15.0,109.0,O3,TIDAK SEHAT,DKI3
2013-09-03,82.0,22.0,42.0,125.0,24.0,125.0,O3,TIDAK SEHAT,DKI5
2013-09-04,75.0,19.0,33.0,98.0,19.0,98.0,O3,SEDANG,DKI2
2013-09-05,77.0,20.0,32.0,139.0,24.0,139.0,O3,TIDAK SEHAT,DKI5
2013-09-06,67.0,18.0,31.0,123.0,19.0,123.0,O3,TIDAK SEHAT,DKI4
2013-09-07,70.0,20.0,32.0,78.0,20.0,78.0,O3,SEDANG,DKI4
2013-09-08,63.0,23.0,26.0,92.0,15.0,92.0,O3,SEDANG,DKI3
2013-09-09,68.0,24.0,34.0,90.0,20.0,90.0,O3,SEDANG,DKI3
2013-09-10,80.0,44.0,42.0,98.0,21.0,98.0,O3,SEDANG,DKI3
2013-09-11,77.0,27.0,33.0,105.0,18.0,105.0,O3,TIDAK SEHAT,DKI3
2013-09-12,76.0,33.0,29.0,70.0,17.0,76.0,PM10,SEDANG,DKI4
2013-09-13,83.0,40.0,32.0,114.0,22.0,114.0,O3,TIDAK SEHAT,DKI3
2013-09-14,71.0,30.0,28.0,113.0,19.0,113.0,O3,TIDAK SEHAT,DKI4
2013-09-15,66.0,25.0,35.0,98.0,17.0,98.0,O3,SEDANG,DKI3
2013-09-16,54.0,21.0,35.0,63.0,17.0,63.0,O3,SEDANG,DKI5
2013-09-17,68.0,30.0,34.0,138.0,26.0,138.0,O3,TIDAK SEHAT,DKI5
2013-09-18,77.0,19.0,30.0,110.0,27.0,110.0,O3,TIDAK SEHAT,DKI4
2013-09-19,71.0,37.0,30.0,91.0,19.0,91.0,O3,SEDANG,DKI5
2013-09-20,71.0,34.0,32.0,84.0,21.0,84.0,O3,SEDANG,DKI3
2013-09-21,70.0,26.0,25.0,134.0,19.0,134.0,O3,TIDAK SEHAT,DKI5
2013-09-22,67.0,25.0,33.0,107.0,17.0,107.0,O3,TIDAK SEHAT,DKI3
2013-09-23,69.0,27.0,30.0,128.0,27.0,128.0,O3,TIDAK SEHAT,DKI5
2013-09-24,76.0,30.0,27.0,79.0,22.0,79.0,O3,SEDANG,DKI5
2013-09-25,76.0,31.0,30.0,117.0,30.0,117.0,O3,TIDAK SEHAT,DKI5
2013-09-26,67.0,22.0,26.0,100.0,19.0,100.0,O3,SEDANG,DKI4
2013-09-27,65.0,31.0,31.0,118.0,25.0,118.0,O3,TIDAK SEHAT,DKI4
2013-09-28,72.0,37.0,26.0,91.0,18.0,91.0,O3,SEDANG,DKI3
2013-09-29,77.0,37.0,26.0,88.0,12.0,88.0,O3,SEDANG,DKI4
2013-09-30,73.0,33.0,29.0,69.0,18.0,73.0,PM10,SEDANG,DKI5
,,,,,,,,,
