tanggal,pm10,so2,co,o3,no2,max,critical,categori,lokasi_spku
2013-05-01,71,11,18,74,12,74,O3,SEDANG,DKI4
2013-05-02,56,12,33,83,19,83,O3,SEDANG,DKI5
2013-05-03,71,18,27,72,13,72,O3,SEDANG,DKI3
2013-05-04,78,24,21,94,12,94,O3,SEDANG,DKI3
2013-05-05,76,17,20,69,13,76,PM10,SEDANG,DKI4
2013-05-06,89,18,36,113,18,113,O3,TIDAK SEHAT,DKI4
2013-05-07,89,12,32,79,16,89,PM10,SEDANG,DKI4
2013-05-08,58,10,31,71,17,71,O3,SEDANG,DKI4
2013-05-09,67,18,28,77,17,77,O3,SEDANG,DKI4
2013-05-10,74,13,32,117,25,117,O3,TIDAK SEHAT,DKI5
2013-05-11,68,48,32,110,19,110,O3,TIDAK SEHAT,DKI3
2013-05-12,57,11,32,110,18,110,O3,TIDAK SEHAT,DKI4
2013-05-13,69,16,37,47,19,69,PM10,SEDANG,DKI4
2013-05-14,90,17,54,93,27,93,O3,SEDANG,DKI5
2013-05-15,82,19,40,56,28,82,PM10,SEDANG,DKI4
2013-05-16,69,14,35,64,28,69,PM10,SEDANG,DKI4
2013-05-17,87,27,30,77,18,87,PM10,SEDANG,DKI4
2013-05-18,68,27,36,135,21,135,O3,TIDAK SEHAT,DKI4
2013-05-19,77,18,31,133,28,133,O3,TIDAK SEHAT,DKI4
2013-05-20,54,14,34,154,28,154,O3,TIDAK SEHAT,DKI5
2013-05-21,81,19,32,127,24,127,O3,TIDAK SEHAT,DKI5
2013-05-22,88,36,62,58,16,88,PM10,SEDANG,DKI5
2013-05-23,68,39,53,149,24,149,O3,TIDAK SEHAT,DKI5
2013-05-24,63,22,30,119,24,119,O3,TIDAK SEHAT,DKI5
2013-05-25,77,13,24,99,25,99,O3,SEDANG,DKI4
2013-05-26,63,17,26,103,17,103,O3,TIDAK SEHAT,DKI4
2013-05-27,88,20,32,90,23,90,O3,SEDANG,DKI3
2013-05-28,70,23,33,78,25,78,O3,SEDANG,DKI2
2013-05-29,79,22,67,120,22,120,O3,TIDAK SEHAT,DKI4
2013-05-30,59,18,21,75,22,75,O3,SEDANG,DKI4
2013-05-31,52,13,20,60,24,60,O3,SEDANG,DKI4
