tanggal,pm10,so2,co,o3,no2,max,critical,categori,lokasi_spku
2013-03-01,48,8,24,125,14,125,O3,TIDAK SEHAT,DKI2
2013-03-02,54,7,26,216,12,216,O3,SANGAT TIDAK SEHAT,DKI2
2013-03-03,63,7,33,217,14,217,O3,SANGAT TIDAK SEHAT,DKI2
2013-03-04,46,5,26,217,14,217,O3,SANGAT TIDAK SEHAT,DKI2
2013-03-05,44,5,38,132,16,132,O3,TIDAK SEHAT,DKI2
2013-03-06,103,17,80,99,35,103,PM10,TIDAK SEHAT,DKI1
2013-03-07,87,20,90,166,30,166,O3,TIDAK SEHAT,DKI2
2013-03-08,64,12,34,183,17,183,O3,TIDAK SEHAT,DKI2
2013-03-09,64,12,48,213,15,213,O3,SANGAT TIDAK SEHAT,DKI2
2013-03-10,58,7,22,170,8,170,O3,TIDAK SEHAT,DKI2
2013-03-11,51,7,20,172,16,172,O3,TIDAK SEHAT,DKI2
2013-03-12,75,32,30,187,37,187,O3,TIDAK SEHAT,DKI2
2013-03-13,58,9,33,204,16,204,O3,SANGAT TIDAK SEHAT,DKI2
2013-03-14,64,25,17,207,19,207,O3,SANGAT TIDAK SEHAT,DKI2
2013-03-15,82,15,38,205,19,205,O3,SANGAT TIDAK SEHAT,DKI2
2013-03-16,67,13,29,210,18,210,O3,SANGAT TIDAK SEHAT,DKI2
2013-03-17,58,12,33,212,13,212,O3,SANGAT TIDAK SEHAT,DKI2
2013-03-18,61,11,30,176,15,176,O3,TIDAK SEHAT,DKI2
2013-03-19,69,36,37,206,21,206,O3,SANGAT TIDAK SEHAT,DKI2
2013-03-20,68,14,36,217,20,217,O3,SANGAT TIDAK SEHAT,DKI2
2013-03-21,62,12,35,178,19,178,O3,TIDAK SEHAT,DKI2
2013-03-22,76,13,42,204,21,204,O3,SANGAT TIDAK SEHAT,DKI2
2013-03-23,76,19,37,168,14,168,O3,TIDAK SEHAT,DKI2
2013-03-24,53,15,33,198,18,198,O3,TIDAK SEHAT,DKI2
2013-03-25,59,15,18,197,19,197,O3,TIDAK SEHAT,DKI2
2013-03-26,81,19,44,198,21,198,O3,TIDAK SEHAT,DKI2
2013-03-27,80,16,37,187,23,187,O3,TIDAK SEHAT,DKI2
2013-03-28,96,17,68,213,28,213,O3,SANGAT TIDAK SEHAT,DKI5
2013-03-29,79,13,37,276,19,276,O3,SANGAT TIDAK SEHAT,DKI2
2013-03-30,61,18,23,263,18,263,O3,SANGAT TIDAK SEHAT,DKI2
2013-03-31,54,10,23,267,12,267,O3,SANGAT TIDAK SEHAT,DKI2
