Tanggal,Tavg,RH_avg,RR,ff_avg,ddd_car
01-05-2010,30.6,72.0,0.0,3.0,NW
02-05-2010,30.5,74.0,0.0,3.0,NW
03-05-2010,30.8,70.0,0.0,3.0,E 
04-05-2010,29.1,77.0,0.0,3.0,E 
05-05-2010,29.1,76.0,0.0,3.0,E 
06-05-2010,29.7,72.0,0.0,3.0,NE
07-05-2010,30.0,74.0,0.3,3.0,E 
08-05-2010,28.6,84.0,1.8,3.0,SE
09-05-2010,30.3,74.0,0.0,3.0,E 
10-05-2010,28.4,80.0,10.7,2.0,E 
11-05-2010,28.6,80.0,4.0,2.0,NE
12-05-2010,28.9,77.0,0.0,3.0,SW
13-05-2010,28.1,84.0,12.5,3.0,W 
14-05-2010,28.4,85.0,0.8,3.0,W 
15-05-2010,29.8,73.0,0.0,2.0,W 
16-05-2010,27.2,88.0,7.6,3.0,W 
17-05-2010,28.8,79.0,8888.0,2.0,E 
18-05-2010,30.0,74.0,0.0,3.0,E 
19-05-2010,30.4,75.0,0.7,3.0,W 
20-05-2010,28.8,81.0,2.2,3.0,W 
21-05-2010,29.2,72.0,0.0,2.0,W 
22-05-2010,29.6,76.0,20.6,2.0,E 
23-05-2010,29.3,79.0,3.4,2.0,W 
24-05-2010,27.9,75.0,1.0,2.0,E 
25-05-2010,29.1,80.0,21.0,2.0,W 
26-05-2010,28.8,78.0,0.9,3.0,NW
27-05-2010,28.9,77.0,0.0,2.0,W 
28-05-2010,29.2,77.0,0.0,3.0,E 
29-05-2010,30.0,74.0,0.0,3.0,E 
30-05-2010,30.8,72.0,0.0,3.0,N 
31-05-2010,30.1,71.0,0.2,3.0,W 
