Tanggal,Tavg,RH_avg,RR,ff_avg,ddd_car
01-12-2010,27.9,76.0,8888.0,3.0,W 
02-12-2010,28.1,76.0,52.2,3.0,W 
03-12-2010,27.2,83.0,2.0,3.0,W 
04-12-2010,27.8,78.0,0.6,3.0,W 
05-12-2010,27.3,79.0,3.0,3.0,W 
06-12-2010,27.8,79.0,6.4,3.0,W 
07-12-2010,27.1,80.0,0.0,3.0,W 
08-12-2010,28.1,72.0,1.3,4.0,W 
09-12-2010,28.4,70.0,1.3,3.0,W 
10-12-2010,27.7,74.0,1.6,4.0,W 
11-12-2010,26.0,83.0,5.5,3.0,W 
12-12-2010,27.3,78.0,2.4,3.0,W 
13-12-2010,28.8,73.0,0.0,3.0,W 
14-12-2010,27.6,73.0,6.8,2.0,W 
15-12-2010,27.9,82.0,8888.0,3.0,W 
16-12-2010,27.7,74.0,0.0,4.0,W 
17-12-2010,27.3,80.0,10.0,3.0,W 
18-12-2010,28.0,72.0,1.6,4.0,W 
19-12-2010,27.7,74.0,7.9,3.0,W 
20-12-2010,28.0,75.0,0.0,3.0,W 
21-12-2010,27.7,72.0,1.5,3.0,W 
22-12-2010,27.9,74.0,0.0,3.0,W 
23-12-2010,27.3,78.0,1.4,3.0,W 
24-12-2010,28.1,76.0,0.0,3.0,W 
25-12-2010,28.4,74.0,0.0,3.0,W 
26-12-2010,27.2,76.0,2.9,3.0,W 
27-12-2010,27.5,80.0,3.6,3.0,W 
28-12-2010,27.8,76.0,11.8,3.0,W 
29-12-2010,27.6,75.0,0.2,3.0,W 
30-12-2010,27.6,71.0,0.0,4.0,W 
