Tanggal,Tavg,RH_avg,RR,ff_avg,ddd_car
01-02-2010,27.1,86.0,9.3,3.0,E 
02-02-2010,27.1,83.0,0.0,2.0,E 
03-02-2010,28.3,77.0,11.8,3.0,E 
04-02-2010,27.8,82.0,1.3,2.0,W 
05-02-2010,28.2,78.0,2.8,3.0,NW
06-02-2010,27.2,84.0,0.2,2.0,W 
07-02-2010,28.7,78.0,2.7,2.0,E 
08-02-2010,28.7,78.0,0.0,3.0,E 
09-02-2010,29.4,76.0,0.0,3.0,E 
10-02-2010,29.5,73.0,0.0,3.0,SE
11-02-2010,29.3,72.0,0.0,3.0,NW
12-02-2010,28.6,80.0,37.1,3.0,W 
13-02-2010,25.6,93.0,40.4,3.0,SE
14-02-2010,27.4,81.0,1.4,2.0,SE
15-02-2010,28.0,79.0,0.0,2.0,SE
16-02-2010,27.9,82.0,4.0,2.0,E 
17-02-2010,28.1,81.0,3.0,3.0,W 
18-02-2010,27.5,86.0,68.0,3.0,NW
19-02-2010,26.7,88.0,2.8,3.0,NW
20-02-2010,26.5,86.0,1.9,3.0,E 
21-02-2010,28.6,80.0,8.8,2.0,SE
22-02-2010,27.9,82.0,1.2,3.0,NW
23-02-2010,28.9,77.0,0.0,3.0,N 
24-02-2010,28.0,85.0,15.6,3.0,W 
25-02-2010,27.5,82.0,0.2,3.0,NW
26-02-2010,29.1,78.0,0.0,2.0,NW
27-02-2010,29.0,76.0,0.0,0.0,SE
28-02-2010,29.6,74.0,10.8,3.0,N 
