Date,Temperature,Humidity,Precipitation,Wind Speed,Wind Direction,pm10,so2,co,o3,no2
01-08-2013,28.3,70.0,2.0,1.0,E ,70,22,32,104,20
02-08-2013,28.0,75.0,0.0,2.0,N ,63,25,37,75,15
03-08-2013,29.0,69.0,0.0,2.0,E ,68,23,33,72,16
04-08-2013,28.6,74.0,0.0,2.0,E ,73,23,38,75,12
05-08-2013,28.5,74.0,0.0,0.0,N ,69,19,33,87,27
06-08-2013,29.5,74.0,10.6,1.0,NE,95,19,59,122,19
07-08-2013,27.9,80.0,4.2,1.0,SW,61,15,22,86,17
08-08-2013,27.0,81.0,26.6,1.0,N ,67,18,58,94,13
09-08-2013,27.3,80.0,0.0,2.0,E ,53,37,28,87,14
10-08-2013,28.6,74.0,0.0,2.0,N ,66,22,36,117,11
11-08-2013,30.1,73.0,0.0,1.0,N ,59,24,32,92,15
12-08-2013,28.5,75.0,0.0,1.0,N ,57,16,23,110,15
13-08-2013,27.5,66.0,0.0,1.0,N ,65,22,39,119,18
14-08-2013,27.7,68.0,0.0,1.0,E ,64,38,22,115,17
15-08-2013,28.2,71.0,3.0,2.0,E ,72,32,25,59,15
16-08-2013,29.0,72.0,0.0,2.0,E ,67,28,27,68,10
17-08-2013,29.1,73.0,0.7,2.0,W ,68,28,34,66,10
18-08-2013,27.1,85.0,13.4,1.0,N ,54,16,25,79,13
19-08-2013,28.4,70.0,0.0,2.0,N ,60,29,32,71,16
20-08-2013,28.3,69.0,0.0,2.0,E ,61,24,27,110,19
21-08-2013,28.7,72.0,0.0,2.0,E ,83,31,30,107,20
22-08-2013,29.7,68.0,0.0,2.0,NE,79,26,29,85,14
23-08-2013,29.2,70.0,0.0,1.0,E ,87,21,39,113,22
24-08-2013,29.3,63.0,0.0,2.0,E ,75,26,40,88,19
25-08-2013,28.7,66.0,0.0,2.0,E ,73,42,26,75,13
26-08-2013,28.7,67.0,0.0,3.0,E ,78,40,25,71,14
27-08-2013,29.6,64.0,0.0,3.0,E ,72,32,27,85,14
28-08-2013,28.9,74.0,0.0,2.0,E ,74,26,28,124,23
29-08-2013,29.2,72.0,0.0,2.0,E ,74,30,27,71,13
30-08-2013,28.9,77.0,0.9,3.0,N ,91,21,34,69,17
31-08-2013,29.1,73.0,0.0,3.0,E ,68,19,28,81,15
