Date,Temperature,Humidity,Precipitation,Wind Speed,Wind Direction,pm10,so2,co,o3,no2
01-06-2013,27.5,80.0,10.3,2.0,W ,50.0,12.0,20.0,81.0,16.0
02-06-2013,26.2,88.0,0.8,2.0,N ,67.0,16.0,42.0,69.0,27.0
03-06-2013,25.3,91.0,21.3,1.0,E ,64.0,12.0,28.0,60.0,17.0
04-06-2013,24.6,94.0,8.6,1.0,NE,56.0,10.0,31.0,45.0,17.0
05-06-2013,27.4,84.0,0.0,0.0,E ,62.0,11.0,42.0,95.0,18.0
06-06-2013,28.1,70.0,0.0,2.0,E ,53.0,9.0,32.0,48.0,14.0
07-06-2013,28.4,79.0,0.0,2.0,N ,76.0,18.0,53.0,149.0,29.0
08-06-2013,27.1,81.0,42.3,1.0,N ,111.0,25.0,62.0,129.0,21.0
09-06-2013,26.4,76.0,0.0,2.0,N ,68.0,33.0,42.0,153.0,21.0
10-06-2013,26.6,75.0,40.2,1.0,SE,59.0,23.0,28.0,113.0,20.0
11-06-2013,27.3,82.0,8.4,2.0,NE,66.0,19.0,35.0,116.0,19.0
12-06-2013,26.2,86.0,24.8,2.0,W ,37.0,10.0,33.0,55.0,12.0
13-06-2013,26.6,80.0,0.0,2.0,W ,70.0,29.0,58.0,72.0,25.0
14-06-2013,27.9,73.0,0.0,1.0,S ,56.0,23.0,51.0,71.0,13.0
15-06-2013,28.4,68.0,0.0,2.0,E ,67.0,28.0,35.0,74.0,13.0
16-06-2013,27.9,78.0,5.3,2.0,N ,85.0,33.0,71.0,151.0,21.0
17-06-2013,26.9,82.0,13.7,1.0,SW,84.0,15.0,53.0,124.0,19.0
18-06-2013,28.1,80.0,0.0,1.0,E ,78.0,14.0,54.0,65.0,25.0
19-06-2013,27.7,82.0,0.8,2.0,W ,64.0,18.0,35.0,60.0,15.0
20-06-2013,27.1,78.0,37.8,1.0,SW,68.0,21.0,45.0,74.0,17.0
21-06-2013,25.6,78.0,10.3,2.0,E ,99.0,24.0,77.0,90.0,30.0
22-06-2013,27.8,81.0,0.2,1.0,E ,92.0,31.0,81.0,82.0,16.0
23-06-2013,27.7,78.0,0.0,2.0,E ,74.0,28.0,66.0,97.0,11.0
24-06-2013,28.4,88.0,13.2,2.0,E ,106.0,34.0,40.0,114.0,18.0
25-06-2013,28.4,81.0,0.0,2.0,E ,87.0,39.0,45.0,140.0,21.0
26-06-2013,28.0,80.0,0.0,2.0,NE,93.0,40.0,34.0,101.0,26.0
27-06-2013,27.0,83.0,16.0,2.0,N ,83.0,52.0,58.0,89.0,26.0
28-06-2013,28.5,74.0,0.0,1.0,NE,59.0,23.0,38.0,68.0,19.0
29-06-2013,28.1,81.0,2.7,1.0,NE,87.0,34.0,81.0,79.0,14.0
30-06-2013,27.9,78.0,0.0,1.0,NW,73.0,40.0,35.0,69.0,14.0
,,,,,,,,,,
