Tanggal,Tavg,RH_avg,RR,ff_avg,ddd_car
01-02-2015,24.4,95.0,19.4,1.0,N 
02-02-2015,26.7,84.0,95.8,1.0,N 
03-02-2015,27.4,81.0,1.6,1.0,N 
04-02-2015,26.9,83.0,1.0,1.0,N 
05-02-2015,27.0,83.0,0.6,2.0,NW
06-02-2015,27.1,79.0,1.8,1.0,N 
07-02-2015,27.3,79.0,0.8,1.0,N 
08-02-2015,26.2,85.0,11.6,2.0,N 
09-02-2015,24.2,96.0,177.0,1.0,N 
10-02-2015,25.4,89.0,277.5,1.0,N 
11-02-2015,25.1,90.0,31.4,1.0,N 
12-02-2015,26.0,88.0,14.7,2.0,N 
13-02-2015,25.3,91.0,12.0,1.0,N 
14-02-2015,26.6,86.0,30.8,1.0,N 
15-02-2015,26.2,91.0,8888.0,0.0,N 
16-02-2015,27.6,85.0,58.8,1.0,N 
17-02-2015,26.5,88.0,0.5,1.0,N 
18-02-2015,27.1,84.0,55.6,2.0,NW
19-02-2015,25.1,94.0,85.6,0.0,N 
20-02-2015,26.6,83.0,10.5,1.0,N 
21-02-2015,27.5,83.0,0.0,2.0,N 
22-02-2015,27.7,71.0,0.0,1.0,N 
23-02-2015,27.1,80.0,0.0,1.0,N 
24-02-2015,28.1,76.0,1.9,1.0,N 
25-02-2015,28.7,77.0,0.0,2.0,N 
26-02-2015,29.0,76.0,0.0,1.0,N 
27-02-2015,27.5,83.0,44.1,1.0,N 
28-02-2015,27.9,80.0,6.5,1.0,N 
