Tanggal,Tavg,RH_avg,RR,ff_avg,ddd_car
01-06-2015,28.8,76.0,0.0,1.0,N 
02-06-2015,29.4,75.0,0.0,1.0,N 
03-06-2015,29.2,78.0,1.0,1.0,N 
04-06-2015,29.4,74.0,0.0,1.0,N 
05-06-2015,29.4,69.0,0.0,2.0,E 
06-06-2015,30.3,69.0,0.0,1.0,N 
07-06-2015,29.5,74.0,0.0,1.0,N 
08-06-2015,29.2,76.0,1.8,1.0,N 
09-06-2015,27.7,80.0,0.0,0.0,N 
10-06-2015,28.1,79.0,6.9,1.0,N 
11-06-2015,28.6,79.0,0.0,1.0,N 
12-06-2015,29.1,75.0,0.0,1.0,N 
13-06-2015,28.5,72.0,0.0,1.0,N 
14-06-2015,28.5,74.0,0.0,1.0,N 
15-06-2015,28.4,74.0,0.0,1.0,N 
16-06-2015,28.0,73.0,0.0,1.0,N 
17-06-2015,28.7,67.0,0.0,1.0,N 
18-06-2015,28.7,66.0,0.0,1.0,N 
19-06-2015,29.0,71.0,0.0,1.0,N 
20-06-2015,28.8,70.0,0.0,1.0,N 
21-06-2015,28.0,70.0,0.0,1.0,N 
22-06-2015,29.0,72.0,0.4,1.0,N 
23-06-2015,28.7,71.0,0.0,1.0,N 
24-06-2015,28.2,69.0,0.0,1.0,N 
25-06-2015,28.4,68.0,0.0,1.0,N 
26-06-2015,28.2,70.0,0.0,2.0,N 
27-06-2015,28.8,70.0,0.0,1.0,N 
28-06-2015,29.0,75.0,0.0,1.0,N 
29-06-2015,28.8,72.0,0.0,1.0,N 
30-06-2015,28.9,73.0,0.0,1.0,N 
