Tanggal,Tavg,RH_avg,RR,ff_avg,ddd_car
01-10-2015,29.6,63.0,0.0,1.0,N 
02-10-2015,30.0,61.0,0.0,2.0,N 
03-10-2015,29.8,62.0,0.0,2.0,E 
04-10-2015,29.0,62.0,0.0,0.0,N 
05-10-2015,29.4,69.0,0.0,3.0,N 
06-10-2015,28.9,71.0,0.0,2.0,N 
07-10-2015,29.7,66.0,0.0,2.0,N 
08-10-2015,28.3,73.0,0.0,1.0,N 
09-10-2015,29.7,71.0,0.0,2.0,N 
10-10-2015,29.5,66.0,0.0,2.0,N 
11-10-2015,29.4,65.0,0.0,1.0,E 
12-10-2015,28.8,75.0,0.0,1.0,N 
13-10-2015,29.2,71.0,0.0,2.0,N 
14-10-2015,29.2,73.0,0.0,2.0,N 
15-10-2015,28.9,70.0,0.0,1.0,N 
16-10-2015,29.6,64.0,0.0,1.0,N 
17-10-2015,29.0,64.0,0.0,1.0,N 
18-10-2015,29.2,65.0,0.0,1.0,N 
19-10-2015,29.7,66.0,0.0,1.0,N 
20-10-2015,29.2,65.0,0.0,2.0,N 
21-10-2015,30.2,62.0,0.0,1.0,N 
22-10-2015,30.2,61.0,0.0,2.0,N 
23-10-2015,29.1,65.0,0.0,1.0,N 
24-10-2015,29.6,67.0,0.0,1.0,N 
25-10-2015,30.0,68.0,0.0,1.0,N 
26-10-2015,29.6,69.0,0.0,2.0,N 
27-10-2015,29.4,71.0,0.0,2.0,N 
28-10-2015,29.7,75.0,0.0,1.0,N 
29-10-2015,29.1,76.0,0.0,1.0,N 
30-10-2015,29.5,75.0,0.0,1.0,N 
31-10-2015,29.0,74.0,0.0,1.0,N 
