Tanggal,Tavg,RH_avg,RR,ff_avg,ddd_car
01-05-2015,28.6,76.0,0.0,1.0,N 
02-05-2015,28.8,75.0,0.0,1.0,N 
03-05-2015,27.1,83.0,0.0,1.0,N 
04-05-2015,27.5,81.0,16.6,1.0,N 
05-05-2015,,,,,
06-05-2015,29.3,74.0,0.0,1.0,N 
07-05-2015,29.3,72.0,0.0,1.0,N 
08-05-2015,29.8,68.0,0.0,1.0,N 
09-05-2015,29.2,69.0,0.0,1.0,N 
10-05-2015,30.6,69.0,0.0,1.0,N 
11-05-2015,28.9,73.0,0.0,1.0,N 
12-05-2015,29.4,72.0,0.0,2.0,N 
13-05-2015,29.6,74.0,0.0,1.0,N 
14-05-2015,29.4,79.0,0.0,1.0,N 
15-05-2015,28.8,77.0,0.0,1.0,N 
16-05-2015,28.9,77.0,0.0,1.0,N 
17-05-2015,29.8,73.0,0.0,2.0,E 
18-05-2015,29.3,77.0,0.0,1.0,N 
19-05-2015,29.1,76.0,0.0,1.0,N 
20-05-2015,29.5,65.0,0.0,1.0,SE
21-05-2015,29.3,70.0,0.0,1.0,N 
22-05-2015,29.0,71.0,0.0,1.0,N 
23-05-2015,28.8,68.0,0.0,1.0,N 
24-05-2015,29.2,73.0,0.0,1.0,N 
25-05-2015,29.5,74.0,0.0,1.0,N 
26-05-2015,29.7,73.0,0.0,1.0,N 
27-05-2015,29.7,74.0,0.0,1.0,N 
28-05-2015,29.6,73.0,0.0,1.0,N 
29-05-2015,29.4,77.0,0.0,1.0,N 
30-05-2015,29.9,70.0,0.0,0.0,N 
31-05-2015,29.6,75.0,0.0,1.0,N 
