Tanggal,Tavg,RH_avg,RR,ff_avg,ddd_car
01-01-2015,26.1,83.0,25.1,2.0,W 
02-01-2015,26.4,85.0,6.9,2.0,W 
03-01-2015,26.0,87.0,31.6,2.0,W 
04-01-2015,25.4,87.0,15.7,2.0,W 
05-01-2015,27.8,75.0,2.8,3.0,W 
06-01-2015,28.0,76.0,0.0,2.0,W 
07-01-2015,28.4,74.0,0.0,2.0,N 
08-01-2015,28.4,74.0,0.0,3.0,W 
09-01-2015,29.1,73.0,0.0,3.0,W 
10-01-2015,29.0,69.0,0.0,2.0,W 
11-01-2015,28.5,75.0,0.0,2.0,W 
12-01-2015,26.4,84.0,0.7,1.0,N 
13-01-2015,25.6,89.0,51.3,2.0,W 
14-01-2015,27.0,83.0,11.4,1.0,N 
15-01-2015,27.5,79.0,3.8,1.0,N 
16-01-2015,27.8,79.0,8888.0,2.0,N 
17-01-2015,27.4,82.0,18.3,2.0,W 
18-01-2015,27.6,80.0,4.6,1.0,N 
19-01-2015,25.5,88.0,2.9,1.0,N 
20-01-2015,25.0,91.0,25.6,1.0,N 
21-01-2015,26.5,82.0,35.7,2.0,N 
22-01-2015,25.8,93.0,17.3,1.0,N 
23-01-2015,24.8,94.0,134.3,0.0,N 
24-01-2015,27.0,81.0,8.8,1.0,N 
25-01-2015,26.5,87.0,3.0,1.0,N 
26-01-2015,26.5,86.0,40.8,0.0,N 
27-01-2015,26.4,87.0,32.0,1.0,N 
28-01-2015,26.0,87.0,8888.0,1.0,N 
29-01-2015,26.0,78.0,8888.0,1.0,N 
30-01-2015,28.0,77.0,0.0,2.0,N 
31-01-2015,27.9,81.0,0.0,1.0,N 
