Tanggal,Tavg,RH_avg,RR,ff_avg,ddd_car
01-04-2015,29.5,76.0,0.0,1.0,N 
02-04-2015,27.7,82.0,0.1,1.0,N 
03-04-2015,27.5,84.0,3.8,0.0,N 
04-04-2015,27.5,84.0,0.0,1.0,N 
05-04-2015,28.9,78.0,3.4,1.0,N 
06-04-2015,29.3,78.0,0.3,1.0,N 
07-04-2015,28.7,80.0,4.5,1.0,N 
08-04-2015,28.0,82.0,7.5,1.0,N 
09-04-2015,28.2,82.0,7.4,1.0,N 
10-04-2015,28.6,76.0,2.2,1.0,NW
11-04-2015,29.0,80.0,5.0,1.0,N 
12-04-2015,28.9,76.0,1.0,1.0,N 
13-04-2015,27.6,84.0,4.9,1.0,N 
14-04-2015,28.0,82.0,0.2,1.0,N 
15-04-2015,28.6,77.0,8888.0,1.0,N 
16-04-2015,29.1,77.0,0.0,1.0,N 
17-04-2015,27.9,84.0,0.0,0.0,N 
18-04-2015,28.8,81.0,1.4,1.0,N 
19-04-2015,27.8,82.0,33.3,1.0,N 
20-04-2015,28.6,75.0,8888.0,1.0,N 
21-04-2015,29.0,77.0,0.3,1.0,N 
22-04-2015,28.9,74.0,1.0,1.0,N 
23-04-2015,29.2,71.0,0.0,2.0,N 
24-04-2015,27.2,79.0,0.0,2.0,W 
25-04-2015,27.1,81.0,2.6,1.0,N 
26-04-2015,27.6,80.0,4.0,1.0,W 
27-04-2015,27.9,75.0,8888.0,2.0,W 
28-04-2015,29.3,73.0,0.0,2.0,W 
29-04-2015,29.6,71.0,0.0,2.0,N 
30-04-2015,29.8,70.0,0.0,2.0,W 
