tanggal,pm10,so2,co,o3,no2,max,critical,categori,lokasi_spku
2011-02-01,56.0,20.0,22.0,29.0,11.0,56.0,PM10,SEDANG,DKI4
2011-02-02,60.0,18.0,29.0,45.0,16.0,60.0,PM10,SEDANG,DKI4
2011-02-03,50.0,16.0,24.0,48.0,12.0,50.0,PM10,BAIK,DKI4
2011-02-04,49.0,16.0,27.0,42.0,16.0,49.0,PM10,BAIK,DKI4
2011-02-05,56.0,14.0,44.0,51.0,19.0,56.0,PM10,SEDANG,DKI4
2011-02-06,38.0,15.0,21.0,38.0,16.0,38.0,PM10,BAIK,DKI4
2011-02-07,51.0,16.0,24.0,37.0,16.0,51.0,PM10,SEDANG,DKI4
2011-02-08,57.0,17.0,38.0,53.0,18.0,57.0,PM10,SEDANG,DKI4
2011-02-09,55.0,19.0,30.0,70.0,22.0,70.0,O3,SEDANG,DKI4
2011-02-10,73.0,18.0,38.0,64.0,21.0,73.0,PM10,SEDANG,DKI4
2011-02-11,78.0,21.0,55.0,99.0,24.0,99.0,O3,SEDANG,DKI4
2011-02-12,81.0,17.0,79.0,85.0,18.0,85.0,O3,SEDANG,DKI3
2011-02-13,71.0,18.0,34.0,97.0,16.0,97.0,O3,SEDANG,DKI3
2011-02-14,62.0,12.0,39.0,49.0,18.0,62.0,PM10,SEDANG,DKI4
2011-02-15,55.0,15.0,53.0,52.0,20.0,55.0,PM10,SEDANG,DKI4
2011-02-16,65.0,16.0,39.0,47.0,22.0,65.0,PM10,SEDANG,DKI4
2011-02-17,59.0,22.0,33.0,61.0,18.0,61.0,O3,SEDANG,DKI3
2011-02-18,59.0,18.0,24.0,58.0,17.0,59.0,PM10,SEDANG,DKI4
2011-02-19,59.0,21.0,33.0,45.0,21.0,59.0,PM10,SEDANG,DKI4
2011-02-20,53.0,17.0,24.0,46.0,17.0,53.0,PM10,SEDANG,DKI4
2011-02-21,55.0,16.0,22.0,56.0,17.0,56.0,O3,SEDANG,DKI3
2011-02-22,68.0,15.0,47.0,52.0,19.0,68.0,PM10,SEDANG,DKI4
2011-02-23,63.0,15.0,27.0,59.0,17.0,63.0,PM10,SEDANG,DKI4
2011-02-24,47.0,6.0,23.0,47.0,19.0,47.0,PM10,BAIK,DKI4
2011-02-25,61.0,9.0,23.0,42.0,18.0,61.0,PM10,SEDANG,DKI4
2011-02-26,62.0,14.0,24.0,44.0,18.0,62.0,PM10,SEDANG,DKI4
2011-02-27,55.0,15.0,38.0,27.0,22.0,55.0,PM10,SEDANG,DKI4
2011-02-28,52.0,16.0,33.0,22.0,16.0,52.0,PM10,SEDANG,DKI4
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
