tanggal,pm10,so2,co,o3,no2,max,critical,categori,lokasi_spku
2011-06-01,91.0,21.0,70.0,82.0,23.0,91.0,PM10,SEDANG,DKI4
2011-06-02,68.0,17.0,25.0,65.0,13.0,68.0,PM10,SEDANG,DKI4
2011-06-03,65.0,19.0,18.0,50.0,10.0,65.0,PM10,SEDANG,DKI4
2011-06-04,73.0,21.0,17.0,56.0,11.0,73.0,PM10,SEDANG,DKI4
2011-06-05,77.0,17.0,28.0,54.0,15.0,77.0,PM10,SEDANG,DKI4
2011-06-06,70.0,17.0,37.0,81.0,21.0,81.0,O3,SEDANG,DKI4
2011-06-07,66.0,15.0,41.0,92.0,20.0,92.0,O3,SEDANG,DKI3
2011-06-08,90.0,20.0,35.0,85.0,31.0,90.0,PM10,SEDANG,DKI4
2011-06-09,82.0,15.0,37.0,121.0,27.0,121.0,O3,TIDAK SEHAT,DKI3
2011-06-10,71.0,18.0,32.0,93.0,19.0,93.0,O3,SEDANG,DKI3
2011-06-11,65.0,22.0,39.0,94.0,20.0,94.0,O3,SEDANG,DKI3
2011-06-12,93.0,21.0,29.0,84.0,25.0,93.0,PM10,SEDANG,DKI4
2011-06-13,63.0,18.0,29.0,91.0,20.0,91.0,O3,SEDANG,DKI3
2011-06-14,88.0,23.0,27.0,93.0,20.0,93.0,O3,SEDANG,DKI4
2011-06-15,104.0,23.0,41.0,137.0,23.0,137.0,O3,TIDAK SEHAT,DKI2
2011-06-16,110.0,23.0,35.0,103.0,19.0,110.0,PM10,TIDAK SEHAT,DKI4
2011-06-17,105.0,20.0,34.0,81.0,24.0,105.0,PM10,TIDAK SEHAT,DKI4
2011-06-18,85.0,15.0,24.0,128.0,20.0,128.0,O3,TIDAK SEHAT,DKI3
2011-06-19,108.0,12.0,29.0,119.0,25.0,119.0,O3,TIDAK SEHAT,DKI3
2011-06-20,109.0,13.0,32.0,88.0,27.0,109.0,PM10,TIDAK SEHAT,DKI4
2011-06-21,97.0,19.0,30.0,82.0,26.0,97.0,PM10,SEDANG,DKI4
2011-06-22,112.0,22.0,29.0,92.0,21.0,112.0,PM10,TIDAK SEHAT,DKI4
2011-06-23,109.0,13.0,29.0,94.0,39.0,109.0,PM10,TIDAK SEHAT,DKI4
2011-06-24,107.0,16.0,29.0,85.0,16.0,107.0,PM10,TIDAK SEHAT,DKI4
2011-06-25,87.0,11.0,27.0,79.0,13.0,87.0,PM10,SEDANG,DKI4
2011-06-26,103.0,12.0,19.0,73.0,13.0,103.0,PM10,TIDAK SEHAT,DKI4
2011-06-27,85.0,12.0,23.0,49.0,19.0,85.0,PM10,SEDANG,DKI4
2011-06-28,72.0,10.0,28.0,122.0,20.0,122.0,O3,TIDAK SEHAT,DKI2
2011-06-29,68.0,15.0,27.0,157.0,20.0,157.0,O3,TIDAK SEHAT,DKI3
2011-06-30,80.0,16.0,33.0,127.0,22.0,127.0,O3,TIDAK SEHAT,DKI2
,,,,,,,,,
