tanggal,pm10,so2,co,o3,no2,max,critical,categori,lokasi_spku
2011-10-01,81,17,24,124,20,124,O3,TIDAK SEHAT,DKI4
2011-10-02,91,18,18,114,15,114,O3,TIDAK SEHAT,DKI3
2011-10-03,73,15,27,147,26,147,O3,TIDAK SEHAT,DKI2
2011-10-04,71,18,25,107,18,107,O3,TIDAK SEHAT,DKI3
2011-10-05,75,19,30,118,20,118,O3,TIDAK SEHAT,DKI2
2011-10-06,73,21,28,99,26,99,O3,SEDANG,DKI3
2011-10-07,92,21,29,120,17,120,O3,TIDAK SEHAT,DKI3
2011-10-08,74,19,26,61,14,74,PM10,SEDANG,DKI4
2011-10-09,113,23,31,110,19,113,PM10,TIDAK SEHAT,DKI4
2011-10-10,83,16,34,107,19,107,O3,TIDAK SEHAT,DKI1
2011-10-11,99,20,34,208,20,208,O3,SANGAT TIDAK SEHAT,DKI3
2011-10-12,93,23,33,205,29,205,O3,SANGAT TIDAK SEHAT,DKI3
2011-10-13,98,25,32,140,21,140,O3,TIDAK SEHAT,DKI3
2011-10-14,100,21,29,102,23,102,O3,TIDAK SEHAT,DKI3
2011-10-15,136,21,25,154,21,154,O3,TIDAK SEHAT,DKI3
2011-10-16,129,17,40,77,17,129,PM10,TIDAK SEHAT,DKI4
2011-10-17,76,16,27,78,14,78,O3,SEDANG,DKI3
2011-10-18,89,17,25,80,16,89,PM10,SEDANG,DKI4
2011-10-19,104,19,26,69,16,104,PM10,TIDAK SEHAT,DKI4
2011-10-20,73,17,32,120,20,120,O3,TIDAK SEHAT,DKI2
2011-10-21,131,21,35,126,18,131,PM10,TIDAK SEHAT,DKI4
2011-10-22,99,18,30,100,16,100,O3,SEDANG,DKI2
2011-10-23,89,18,26,140,16,140,O3,TIDAK SEHAT,DKI2
2011-10-24,82,17,22,77,11,82,PM10,SEDANG,DKI4
2011-10-25,107,19,36,93,15,107,PM10,TIDAK SEHAT,DKI4
2011-10-26,81,18,39,138,24,138,O3,TIDAK SEHAT,DKI2
2011-10-27,82,19,52,93,18,93,O3,SEDANG,DKI2
2011-10-28,88,14,30,83,15,88,PM10,SEDANG,DKI4
2011-10-29,79,15,41,87,16,87,O3,SEDANG,DKI2
2011-10-30,79,15,31,100,12,100,O3,SEDANG,DKI2
2011-10-31,84,18,32,154,19,154,O3,TIDAK SEHAT,DKI2
