tanggal,pm10,so2,co,o3,no2,max,critical,categori,lokasi_spku
2011-07-01,85,14,33,65,19,85,PM10,SEDANG,DKI4
2011-07-02,128,17,37,81,18,128,PM10,TIDAK SEHAT,DKI4
2011-07-03,94,14,25,90,14,94,PM10,SEDANG,DKI4
2011-07-04,89,13,24,75,15,89,PM10,SEDANG,DKI4
2011-07-05,93,21,35,90,19,93,PM10,SEDANG,DKI4
2011-07-06,61,18,27,80,17,80,O3,SEDANG,DKI3
2011-07-07,79,22,27,90,15,90,O3,SEDANG,DKI3
2011-07-08,80,20,25,88,15,88,O3,SEDANG,DKI3
2011-07-09,80,17,21,60,13,80,PM10,SEDANG,DKI4
2011-07-10,83,19,18,73,12,83,PM10,SEDANG,DKI4
2011-07-11,66,13,27,92,17,92,O3,SEDANG,DKI3
2011-07-12,92,20,30,78,17,92,PM10,SEDANG,DKI4
2011-07-13,74,20,28,82,13,82,O3,SEDANG,DKI3
2011-07-14,102,17,27,105,17,105,O3,TIDAK SEHAT,DKI3
2011-07-15,104,14,30,174,19,174,O3,TIDAK SEHAT,DKI2
2011-07-16,81,14,29,120,19,120,O3,TIDAK SEHAT,DKI3
2011-07-17,101,28,31,84,17,101,PM10,TIDAK SEHAT,DKI4
2011-07-18,122,18,35,84,26,122,PM10,TIDAK SEHAT,DKI4
2011-07-19,97,22,32,74,17,97,PM10,SEDANG,DKI4
2011-07-20,70,16,26,71,13,71,O3,SEDANG,DKI3
2011-07-21,107,21,23,63,12,107,PM10,TIDAK SEHAT,DKI4
2011-07-22,73,22,23,55,10,73,PM10,SEDANG,DKI4
2011-07-23,103,19,53,76,13,103,PM10,TIDAK SEHAT,DKI4
2011-07-24,116,16,25,107,15,116,PM10,TIDAK SEHAT,DKI4
2011-07-25,83,13,30,127,22,127,O3,TIDAK SEHAT,DKI3
2011-07-26,86,22,32,104,18,104,O3,TIDAK SEHAT,DKI3
2011-07-27,100,24,25,82,18,100,PM10,SEDANG,DKI4
2011-07-28,103,16,29,113,18,113,O3,TIDAK SEHAT,DKI3
2011-07-29,70,16,27,136,24,136,O3,TIDAK SEHAT,DKI2
2011-07-30,87,15,27,129,23,129,O3,TIDAK SEHAT,DKI2
2011-07-31,96,14,23,73,19,96,PM10,SEDANG,DKI4
