tanggal,pm10,so2,co,o3,no2,max,critical,categori,lokasi_spku
2011-08-01,110,20,23,67,16,110,PM10,TIDAK SEHAT,DKI4
2011-08-02,95,17,25,69,15,95,PM10,SEDANG,DKI4
2011-08-03,110,15,28,165,20,165,O3,TIDAK SEHAT,DKI2
2011-08-04,71,12,27,117,26,117,O3,TIDAK SEHAT,DKI3
2011-08-05,89,16,29,168,22,168,O3,TIDAK SEHAT,DKI2
2011-08-06,119,16,27,105,16,119,PM10,TIDAK SEHAT,DKI4
2011-08-07,115,16,37,82,13,115,PM10,TIDAK SEHAT,DKI4
2011-08-08,134,14,24,91,15,134,PM10,TIDAK SEHAT,DKI4
2011-08-09,118,17,23,107,14,118,PM10,TIDAK SEHAT,DKI4
2011-08-10,127,15,25,138,16,138,O3,TIDAK SEHAT,DKI3
2011-08-11,127,11,24,110,16,127,PM10,TIDAK SEHAT,DKI4
2011-08-12,86,14,13,92,13,92,O3,SEDANG,DKI3
2011-08-13,95,12,19,91,13,95,PM10,SEDANG,DKI4
2011-08-14,110,13,20,77,15,110,PM10,TIDAK SEHAT,DKI4
2011-08-15,69,16,33,87,19,87,O3,SEDANG,DKI3
2011-08-16,100,13,29,76,17,100,PM10,SEDANG,DKI4
2011-08-17,136,13,22,83,15,136,PM10,TIDAK SEHAT,DKI4
2011-08-18,171,16,42,101,22,171,PM10,TIDAK SEHAT,DKI4
2011-08-19,138,11,30,78,14,138,PM10,TIDAK SEHAT,DKI4
2011-08-20,100,15,20,65,17,100,PM10,SEDANG,DKI4
2011-08-21,113,15,21,77,13,113,PM10,TIDAK SEHAT,DKI4
2011-08-22,146,17,28,124,22,146,PM10,TIDAK SEHAT,DKI4
2011-08-23,126,17,29,101,16,126,PM10,TIDAK SEHAT,DKI4
2011-08-24,105,17,29,92,18,105,PM10,TIDAK SEHAT,DKI4
2011-08-25,83,19,28,152,18,152,O3,TIDAK SEHAT,DKI2
2011-08-26,110,17,27,148,18,148,O3,TIDAK SEHAT,DKI3
2011-08-27,126,14,34,79,13,126,PM10,TIDAK SEHAT,DKI4
2011-08-28,116,13,30,75,13,116,PM10,TIDAK SEHAT,DKI4
2011-08-29,98,12,23,66,11,98,PM10,SEDANG,DKI4
2011-08-30,86,12,21,93,11,93,O3,SEDANG,DKI2
2011-08-31,83,14,36,95,14,95,O3,SEDANG,DKI2
