tanggal,pm10,so2,co,o3,no2,max,critical,categori,lokasi_spku
2011-01-01,52,17,51,76,7,76,O3,SEDANG,DKI3
2011-01-02,35,15,15,47,11,47,O3,BAIK,DKI1
2011-01-03,41,16,35,31,15,41,PM10,BAIK,DKI1
2011-01-04,53,17,19,77,11,77,O3,SEDANG,DKI3
2011-01-05,59,12,21,61,12,61,O3,SEDANG,DKI3
2011-01-06,57,11,30,94,19,94,O3,SEDANG,DKI3
2011-01-07,57,17,28,67,19,67,O3,SEDANG,DKI3
2011-01-08,70,22,37,69,16,70,PM10,SEDANG,DKI3
2011-01-09,74,20,35,78,18,78,O3,SEDANG,DKI3
2011-01-10,55,19,21,89,13,89,O3,SEDANG,DKI3
2011-01-11,52,18,24,63,12,63,O3,SEDANG,DKI3
2011-01-12,60,20,28,58,15,60,PM10,SEDANG,DKI4
2011-01-13,71,16,28,73,18,73,O3,SEDANG,DKI3
2011-01-14,70,15,24,55,17,70,PM10,SEDANG,DKI3
2011-01-15,90,15,26,58,17,90,PM10,SEDANG,DKI3
2011-01-16,66,13,16,22,8,66,PM10,SEDANG,DKI4
2011-01-17,67,14,20,46,13,67,PM10,SEDANG,DKI4
2011-01-18,80,12,31,48,17,80,PM10,SEDANG,DKI3
2011-01-19,42,13,70,48,16,70,CO,SEDANG,DKI3
2011-01-20,49,16,26,44,16,49,PM10,BAIK,DKI1
2011-01-21,50,13,43,55,21,55,O3,SEDANG,DKI3
2011-01-22,65,16,44,50,23,65,PM10,SEDANG,DKI4
2011-01-23,67,14,59,48,14,67,PM10,SEDANG,DKI4
2011-01-24,63,20,33,44,17,63,PM10,SEDANG,DKI4
2011-01-25,60,23,27,59,19,60,PM10,SEDANG,DKI4
2011-01-26,58,24,26,70,17,70,O3,SEDANG,DKI4
2011-01-27,94,20,26,40,19,94,PM10,SEDANG,DKI3
2011-01-28,68,14,38,37,16,68,PM10,SEDANG,DKI4
2011-01-29,48,14,23,45,12,48,PM10,BAIK,DKI4
2011-01-30,56,16,25,42,13,56,PM10,SEDANG,DKI4
2011-01-31,47,14,22,24,8,47,PM10,BAIK,DKI4
