tanggal,pm10,so2,co,o3,no2,max,critical,categori,lokasi_spku
2011-04-01,45.0,14.0,20.0,21.0,8.0,45.0,PM10,BAIK,DKI4
2011-04-02,48.0,15.0,24.0,26.0,6.0,48.0,PM10,BAIK,DKI4
2011-04-03,52.0,14.0,13.0,28.0,7.0,52.0,PM10,SEDANG,DKI4
2011-04-04,50.0,15.0,23.0,39.0,12.0,50.0,PM10,BAIK,DKI4
2011-04-05,59.0,14.0,21.0,42.0,15.0,59.0,PM10,SEDANG,DKI4
2011-04-06,52.0,14.0,19.0,38.0,8.0,52.0,PM10,SEDANG,DKI4
2011-04-07,57.0,15.0,20.0,36.0,12.0,57.0,PM10,SEDANG,DKI4
2011-04-08,55.0,18.0,24.0,44.0,15.0,55.0,PM10,SEDANG,DKI4
2011-04-09,50.0,21.0,33.0,44.0,14.0,50.0,PM10,BAIK,DKI1
2011-04-10,39.0,16.0,23.0,49.0,19.0,49.0,O3,BAIK,DKI2
2011-04-11,40.0,17.0,30.0,44.0,23.0,44.0,O3,BAIK,DKI4
2011-04-12,72.0,22.0,35.0,90.0,19.0,90.0,O3,SEDANG,DKI2
2011-04-13,80.0,23.0,32.0,116.0,25.0,116.0,O3,TIDAK SEHAT,DKI3
2011-04-14,65.0,22.0,35.0,74.0,26.0,74.0,O3,SEDANG,DKI2
2011-04-15,65.0,23.0,36.0,122.0,23.0,122.0,O3,TIDAK SEHAT,DKI3
2011-04-16,84.0,18.0,29.0,171.0,34.0,171.0,O3,TIDAK SEHAT,DKI3
2011-04-17,77.0,14.0,51.0,126.0,19.0,126.0,O3,TIDAK SEHAT,DKI2
2011-04-18,64.0,15.0,29.0,124.0,26.0,124.0,O3,TIDAK SEHAT,DKI3
2011-04-19,65.0,17.0,38.0,128.0,29.0,128.0,O3,TIDAK SEHAT,DKI3
2011-04-20,77.0,23.0,30.0,89.0,19.0,89.0,O3,SEDANG,DKI2
2011-04-21,62.0,19.0,33.0,94.0,27.0,94.0,O3,SEDANG,DKI4
2011-04-22,66.0,16.0,26.0,125.0,22.0,125.0,O3,TIDAK SEHAT,DKI1
2011-04-23,62.0,15.0,18.0,127.0,22.0,127.0,O3,TIDAK SEHAT,DKI2
2011-04-24,64.0,15.0,27.0,83.0,16.0,83.0,O3,SEDANG,DKI1
2011-04-25,65.0,17.0,39.0,70.0,16.0,70.0,O3,SEDANG,DKI1
2011-04-26,71.0,24.0,27.0,62.0,15.0,71.0,PM10,SEDANG,DKI4
2011-04-27,68.0,25.0,43.0,71.0,22.0,71.0,O3,SEDANG,DKI1
2011-04-28,62.0,18.0,32.0,69.0,15.0,69.0,O3,SEDANG,DKI3
2011-04-29,77.0,19.0,27.0,76.0,20.0,77.0,PM10,SEDANG,DKI4
2011-04-30,74.0,19.0,42.0,78.0,23.0,78.0,O3,SEDANG,DKI1
,,,,,,,,,
