tanggal,pm10,so2,co,o3,no2,max,critical,categori,lokasi_spku
2011-09-01,68.0,10.0,13.0,97.0,14.0,97.0,O3,SEDANG,DKI2
2011-09-02,92.0,11.0,25.0,76.0,10.0,92.0,PM10,SEDANG,DKI4
2011-09-03,79.0,9.0,12.0,102.0,11.0,102.0,O3,TIDAK SEHAT,DKI3
2011-09-04,94.0,11.0,17.0,98.0,14.0,98.0,O3,SEDANG,DKI3
2011-09-05,154.0,12.0,28.0,79.0,14.0,154.0,PM10,TIDAK SEHAT,DKI4
2011-09-06,112.0,12.0,22.0,71.0,13.0,112.0,PM10,TIDAK SEHAT,DKI4
2011-09-07,120.0,14.0,25.0,89.0,15.0,120.0,PM10,TIDAK SEHAT,DKI4
2011-09-08,92.0,16.0,28.0,159.0,16.0,159.0,O3,TIDAK SEHAT,DKI2
2011-09-09,120.0,14.0,25.0,136.0,22.0,136.0,O3,TIDAK SEHAT,DKI3
2011-09-10,94.0,13.0,22.0,117.0,16.0,117.0,O3,TIDAK SEHAT,DKI2
2011-09-11,98.0,11.0,17.0,99.0,16.0,99.0,O3,SEDANG,DKI3
2011-09-12,122.0,14.0,27.0,86.0,16.0,122.0,PM10,TIDAK SEHAT,DKI4
2011-09-13,113.0,15.0,28.0,141.0,22.0,141.0,O3,TIDAK SEHAT,DKI3
2011-09-14,88.0,14.0,25.0,70.0,12.0,88.0,PM10,SEDANG,DKI4
2011-09-15,108.0,19.0,26.0,82.0,17.0,108.0,PM10,TIDAK SEHAT,DKI4
2011-09-16,94.0,13.0,34.0,89.0,20.0,94.0,PM10,SEDANG,DKI4
2011-09-17,100.0,11.0,30.0,89.0,19.0,100.0,PM10,SEDANG,DKI4
2011-09-18,148.0,12.0,26.0,87.0,16.0,148.0,PM10,TIDAK SEHAT,DKI4
2011-09-19,87.0,15.0,31.0,104.0,22.0,104.0,O3,TIDAK SEHAT,DKI2
2011-09-20,81.0,16.0,31.0,125.0,23.0,125.0,O3,TIDAK SEHAT,DKI2
2011-09-21,95.0,19.0,52.0,130.0,19.0,130.0,O3,TIDAK SEHAT,DKI3
2011-09-22,76.0,19.0,29.0,177.0,30.0,177.0,O3,TIDAK SEHAT,DKI3
2011-09-23,92.0,26.0,28.0,201.0,22.0,201.0,O3,SANGAT TIDAK SEHAT,DKI2
2011-09-24,88.0,19.0,25.0,138.0,22.0,138.0,O3,TIDAK SEHAT,DKI3
2011-09-25,92.0,16.0,20.0,102.0,16.0,102.0,O3,TIDAK SEHAT,DKI3
2011-09-26,80.0,25.0,24.0,147.0,18.0,147.0,O3,TIDAK SEHAT,DKI2
2011-09-27,78.0,26.0,27.0,119.0,28.0,119.0,O3,TIDAK SEHAT,DKI2
2011-09-28,91.0,24.0,27.0,127.0,19.0,127.0,O3,TIDAK SEHAT,DKI3
2011-09-29,81.0,17.0,29.0,147.0,21.0,147.0,O3,TIDAK SEHAT,DKI3
2011-09-30,100.0,23.0,28.0,112.0,23.0,112.0,O3,TIDAK SEHAT,DKI3
,,,,,,,,,
