tanggal,pm10,so2,co,o3,no2,max,critical,categori,lokasi_spku
2011-11-01,69.0,15.0,42.0,109.0,20.0,109.0,O3,TIDAK SEHAT,DKI4
2011-11-02,92.0,19.0,30.0,89.0,17.0,92.0,PM10,SEDANG,DKI2
2011-11-03,64.0,14.0,32.0,78.0,18.0,78.0,O3,SEDANG,DKI3
2011-11-04,57.0,14.0,30.0,64.0,15.0,64.0,O3,SEDANG,DKI2
2011-11-05,57.0,19.0,21.0,106.0,31.0,106.0,O3,TIDAK SEHAT,DKI2
2011-11-06,51.0,14.0,21.0,71.0,15.0,71.0,O3,SEDANG,DKI2
2011-11-07,58.0,17.0,25.0,175.0,16.0,175.0,O3,TIDAK SEHAT,DKI2
2011-11-08,71.0,23.0,23.0,105.0,34.0,105.0,O3,TIDAK SEHAT,DKI4
2011-11-09,78.0,24.0,31.0,127.0,32.0,127.0,O3,TIDAK SEHAT,DKI3
2011-11-10,80.0,30.0,31.0,82.0,18.0,82.0,O3,SEDANG,DKI3
2011-11-11,73.0,20.0,37.0,79.0,18.0,79.0,O3,SEDANG,DKI2
2011-11-12,60.0,19.0,20.0,96.0,11.0,96.0,O3,SEDANG,DKI2
2011-11-13,70.0,17.0,33.0,94.0,17.0,94.0,O3,SEDANG,DKI2
2011-11-14,82.0,22.0,26.0,123.0,21.0,123.0,O3,TIDAK SEHAT,DKI2
2011-11-15,81.0,22.0,35.0,147.0,19.0,147.0,O3,TIDAK SEHAT,DKI2
2011-11-16,86.0,31.0,39.0,185.0,36.0,185.0,O3,TIDAK SEHAT,DKI2
2011-11-17,96.0,33.0,33.0,179.0,28.0,179.0,O3,TIDAK SEHAT,DKI2
2011-11-18,76.0,19.0,31.0,129.0,20.0,129.0,O3,TIDAK SEHAT,DKI2
2011-11-19,64.0,18.0,28.0,122.0,18.0,122.0,O3,TIDAK SEHAT,DKI3
2011-11-20,67.0,20.0,25.0,152.0,14.0,152.0,O3,TIDAK SEHAT,DKI3
2011-11-21,65.0,25.0,35.0,121.0,21.0,121.0,O3,TIDAK SEHAT,DKI2
2011-11-22,69.0,32.0,28.0,106.0,21.0,106.0,O3,TIDAK SEHAT,DKI2
2011-11-23,91.0,26.0,38.0,179.0,21.0,179.0,O3,TIDAK SEHAT,DKI2
2011-11-24,67.0,33.0,34.0,158.0,22.0,158.0,O3,TIDAK SEHAT,DKI2
2011-11-25,58.0,18.0,26.0,115.0,16.0,115.0,O3,TIDAK SEHAT,DKI2
2011-11-26,79.0,19.0,33.0,126.0,15.0,126.0,O3,TIDAK SEHAT,DKI2
2011-11-27,74.0,12.0,23.0,133.0,13.0,133.0,O3,TIDAK SEHAT,DKI2
2011-11-28,134.0,27.0,35.0,159.0,26.0,159.0,O3,TIDAK SEHAT,DKI2
2011-11-29,91.0,23.0,32.0,104.0,19.0,104.0,O3,TIDAK SEHAT,DKI2
2011-11-30,75.0,20.0,28.0,164.0,20.0,164.0,O3,TIDAK SEHAT,DKI2
,,,,,,,,,
