Tanggal,Tavg,RH_avg,RR,ff_avg,ddd_car
01-09-2012,28.6,62.0,0.0,2.0,E 
02-09-2012,27.7,64.0,0.0,2.0,E 
03-09-2012,29.1,62.0,0.0,3.0,E 
04-09-2012,28.6,64.0,0.0,3.0,NE
05-09-2012,28.7,66.0,0.0,3.0,E 
06-09-2012,28.6,68.0,0.0,3.0,NE
07-09-2012,28.7,71.0,0.0,2.0,E 
08-09-2012,28.9,71.0,0.0,3.0,E 
09-09-2012,29.1,70.0,0.0,3.0,NE
10-09-2012,28.5,77.0,0.0,3.0,E 
11-09-2012,29.1,70.0,0.0,2.0,N 
12-09-2012,28.7,61.0,0.0,3.0,NE
13-09-2012,29.2,64.0,0.0,3.0,NE
14-09-2012,28.7,69.0,0.0,2.0,NE
15-09-2012,28.4,72.0,0.0,2.0,NE
16-09-2012,29.3,71.0,0.0,2.0,N 
17-09-2012,29.4,69.0,0.0,3.0,E 
18-09-2012,29.4,71.0,0.0,2.0,N 
19-09-2012,29.5,70.0,0.0,3.0,NE
20-09-2012,29.1,71.0,0.0,2.0,NE
21-09-2012,29.1,72.0,0.0,2.0,E 
22-09-2012,29.1,67.0,19.2,3.0,E 
23-09-2012,28.5,80.0,0.0,3.0,NE
24-09-2012,29.0,73.0,0.3,2.0,NE
25-09-2012,28.4,75.0,0.0,2.0,E 
26-09-2012,29.5,72.0,0.0,3.0,NE
27-09-2012,29.3,69.0,0.0,2.0,NE
28-09-2012,28.4,71.0,0.0,2.0,E 
29-09-2012,29.2,68.0,0.0,2.0,N 
30-09-2012,29.7,72.0,0.0,2.0,E 
