Tanggal,Tavg,RH_avg,RR,ff_avg,ddd_car
01-10-2012,30.3,72.0,0.0,3.0,E 
02-10-2012,29.8,75.0,0.0,3.0,E 
03-10-2012,29.2,68.0,12.5,2.0,N 
04-10-2012,28.7,73.0,5.2,2.0,E 
05-10-2012,28.8,76.0,0.0,3.0,NW
06-10-2012,29.0,72.0,0.0,2.0,E 
07-10-2012,28.8,71.0,0.0,2.0,NE
08-10-2012,29.0,72.0,0.0,2.0,NE
09-10-2012,30.3,70.0,0.0,3.0,NE
10-10-2012,29.4,71.0,0.0,2.0,NE
11-10-2012,29.6,70.0,0.0,2.0,N 
12-10-2012,29.2,71.0,0.0,3.0,E 
13-10-2012,30.4,64.0,0.0,3.0,E 
14-10-2012,30.1,71.0,0.0,3.0,E 
15-10-2012,30.2,72.0,0.0,2.0,E 
16-10-2012,30.7,66.0,0.0,4.0,E 
17-10-2012,30.0,70.0,0.0,2.0,E 
18-10-2012,29.7,70.0,0.0,3.0,E 
19-10-2012,29.1,75.0,1.1,3.0,W 
20-10-2012,28.6,78.0,0.0,2.0,E 
21-10-2012,28.8,78.0,0.0,2.0,E 
22-10-2012,29.3,71.0,0.0,2.0,NE
23-10-2012,29.6,61.0,0.0,2.0,NE
24-10-2012,29.8,64.0,0.0,3.0,NE
25-10-2012,30.2,71.0,0.0,3.0,NE
26-10-2012,30.0,68.0,0.0,2.0,E 
27-10-2012,28.2,80.0,0.4,2.0,E 
28-10-2012,29.7,69.0,0.0,3.0,E 
29-10-2012,30.7,70.0,0.2,3.0,E 
30-10-2012,28.2,82.0,0.8,2.0,NE
31-10-2012,29.0,74.0,0.0,2.0,NE
