Tanggal,Tavg,RH_avg,RR,ff_avg,ddd_car
01-05-2012,28.2,80.0,0.0,2.0,NE
02-05-2012,29.9,76.0,0.0,2.0,N 
03-05-2012,28.6,82.0,3.8,3.0,N 
04-05-2012,29.0,71.0,0.0,3.0,E 
05-05-2012,29.7,74.0,0.0,3.0,N 
06-05-2012,29.4,76.0,0.5,2.0,N 
07-05-2012,26.0,89.0,42.4,3.0,E 
08-05-2012,27.9,81.0,0.0,3.0,S 
09-05-2012,28.8,77.0,0.0,3.0,N 
10-05-2012,29.1,79.0,0.0,3.0,NE
11-05-2012,29.3,72.0,0.0,2.0,N 
12-05-2012,29.2,72.0,0.0,3.0,N 
13-05-2012,29.3,72.0,0.0,3.0,N 
14-05-2012,29.7,68.0,0.0,3.0,W 
15-05-2012,28.6,77.0,0.0,3.0,E 
16-05-2012,28.2,83.0,9.7,3.0,N 
17-05-2012,29.1,76.0,0.0,3.0,E 
18-05-2012,28.6,78.0,17.0,3.0,NE
19-05-2012,29.1,73.0,0.0,4.0,E 
20-05-2012,29.7,75.0,8888.0,4.0,E 
21-05-2012,29.4,74.0,0.0,3.0,E 
22-05-2012,29.7,67.0,0.0,3.0,N 
23-05-2012,29.4,68.0,0.0,3.0,N 
24-05-2012,29.7,70.0,0.0,3.0,E 
25-05-2012,29.0,72.0,0.0,3.0,E 
26-05-2012,28.7,69.0,0.0,3.0,NE
27-05-2012,29.3,66.0,0.0,4.0,E 
28-05-2012,29.0,72.0,0.1,3.0,NE
29-05-2012,29.8,70.0,0.0,3.0,NE
30-05-2012,29.9,70.0,0.0,2.0,N 
31-05-2012,26.4,81.0,5.4,3.0,W 
