tanggal,pm10,so2,co,o3,no2,max,critical,categori,lokasi_spku
2015-09-01,78.0,34.0,19.0,71.0,24.0,78.0,PM10,SEDANG,DKI4
2015-09-02,86.0,39.0,23.0,70.0,25.0,86.0,PM10,SEDANG,DKI4
2015-09-03,101.0,37.0,23.0,61.0,21.0,101.0,PM10,TIDAK SEHAT,DKI4
2015-09-04,89.0,35.0,22.0,74.0,19.0,89.0,PM10,SEDANG,DKI4
2015-09-05,80.0,33.0,20.0,71.0,18.0,80.0,PM10,SEDANG,DKI4
2015-09-06,89.0,32.0,21.0,75.0,16.0,89.0,PM10,SEDANG,DKI4
2015-09-07,82.0,33.0,24.0,83.0,20.0,83.0,O3,SEDANG,DKI3
2015-09-08,86.0,33.0,25.0,102.0,18.0,102.0,O3,TIDAK SEHAT,DKI3
2015-09-09,94.0,31.0,28.0,96.0,23.0,96.0,O3,SEDANG,DKI3
2015-09-10,71.0,35.0,35.0,99.0,24.0,99.0,O3,SEDANG,DKI3
2015-09-11,70.0,34.0,25.0,79.0,18.0,79.0,O3,SEDANG,DKI3
2015-09-12,70.0,31.0,20.0,78.0,17.0,78.0,O3,SEDANG,DKI3
2015-09-13,62.0,29.0,20.0,87.0,13.0,87.0,O3,SEDANG,DKI2
2015-09-14,70.0,33.0,17.0,114.0,24.0,114.0,O3,TIDAK SEHAT,DKI2
2015-09-15,75.0,33.0,27.0,91.0,23.0,91.0,O3,SEDANG,DKI3
2015-09-16,76.0,31.0,23.0,71.0,17.0,76.0,PM10,SEDANG,DKI4
2015-09-17,96.0,33.0,24.0,80.0,16.0,96.0,PM10,SEDANG,DKI4
2015-09-18,94.0,31.0,22.0,67.0,14.0,94.0,PM10,SEDANG,DKI4
2015-09-19,100.0,33.0,23.0,68.0,17.0,100.0,PM10,SEDANG,DKI4
2015-09-20,116.0,30.0,28.0,92.0,19.0,116.0,PM10,TIDAK SEHAT,DKI4
2015-09-21,112.0,32.0,27.0,120.0,22.0,120.0,O3,TIDAK SEHAT,DKI3
2015-09-22,114.0,34.0,31.0,80.0,24.0,114.0,PM10,TIDAK SEHAT,DKI4
2015-09-23,93.0,37.0,43.0,92.0,26.0,93.0,PM10,SEDANG,DKI4
2015-09-24,98.0,33.0,40.0,95.0,23.0,98.0,PM10,SEDANG,DKI4
2015-09-25,88.0,32.0,21.0,91.0,19.0,91.0,O3,SEDANG,DKI3
2015-09-26,77.0,34.0,28.0,68.0,18.0,77.0,PM10,SEDANG,DKI1
2015-09-27,80.0,32.0,22.0,78.0,13.0,80.0,PM10,SEDANG,DKI4
2015-09-28,76.0,30.0,25.0,94.0,19.0,94.0,O3,SEDANG,DKI3
2015-09-29,105.0,31.0,30.0,69.0,20.0,105.0,PM10,TIDAK SEHAT,DKI4
2015-09-30,92.0,33.0,25.0,67.0,23.0,92.0,PM10,SEDANG,DKI4
,,,,,,,,,
