tanggal,pm10,so2,co,o3,no2,max,critical,categori,lokasi_spku
2015-10-01,121,36,28,69,33,121,PM10,TIDAK SEHAT,DKI4
2015-10-02,107,33,33,57,16,107,PM10,TIDAK SEHAT,DKI4
2015-10-03,108,32,27,54,13,108,PM10,TIDAK SEHAT,DKI4
2015-10-04,121,33,26,66,11,121,PM10,TIDAK SEHAT,DKI4
2015-10-05,86,31,23,81,21,86,PM10,SEDANG,DKI4
2015-10-06,93,33,31,95,22,95,O3,SEDANG,DKI3
2015-10-07,78,30,31,97,25,97,O3,SEDANG,DKI3
2015-10-08,70,27,25,97,23,97,O3,SEDANG,DKI3
2015-10-09,79,29,34,78,22,79,PM10,SEDANG,DKI4
2015-10-10,80,31,36,69,18,80,PM10,SEDANG,DKI4
2015-10-11,87,32,34,59,11,87,PM10,SEDANG,DKI4
2015-10-12,80,32,26,92,21,92,O3,SEDANG,DKI3
2015-10-13,80,28,25,80,22,80,PM10,SEDANG,DKI3
2015-10-14,76,29,35,82,21,82,O3,SEDANG,DKI3
2015-10-15,89,32,30,75,19,89,PM10,SEDANG,DKI4
2015-10-16,55,34,27,73,24,73,O3,SEDANG,DKI3
2015-10-17,78,36,38,58,19,78,PM10,SEDANG,DKI5
2015-10-18,91,33,56,108,20,108,O3,TIDAK SEHAT,DKI3
2015-10-19,83,36,35,104,22,104,O3,TIDAK SEHAT,DKI3
2015-10-20,100,35,25,90,23,100,PM10,SEDANG,DKI4
2015-10-21,112,33,30,71,23,112,PM10,TIDAK SEHAT,DKI4
2015-10-22,79,34,22,70,16,79,PM10,SEDANG,DKI4
2015-10-23,93,34,28,86,26,93,PM10,SEDANG,DKI4
2015-10-24,122,34,43,97,25,122,PM10,TIDAK SEHAT,DKI4
2015-10-25,116,29,31,83,19,116,PM10,TIDAK SEHAT,DKI4
2015-10-26,121,29,34,84,24,121,PM10,TIDAK SEHAT,DKI4
2015-10-27,108,33,34,123,27,123,O3,TIDAK SEHAT,DKI3
2015-10-28,100,29,32,86,21,100,PM10,SEDANG,DKI4
2015-10-29,93,30,34,94,24,94,O3,SEDANG,DKI3
2015-10-30,92,28,35,77,22,92,PM10,SEDANG,DKI4
2015-10-31,93,29,35,120,26,120,O3,TIDAK SEHAT,DKI5
