tanggal,pm10,so2,co,o3,no2,max,critical,categori,lokasi_spku
2015-05-01,57,17,33,105,20,105,O3,TIDAK SEHAT,DKI2
2015-05-02,82,19,53,99,16,99,O3,SEDANG,DKI2
2015-05-03,65,21,35,96,22,96,O3,SEDANG,DKI3
2015-05-04,55,19,43,71,16,71,O3,SEDANG,DKI4
2015-05-05,73,22,61,62,23,73,PM10,SEDANG,DKI2
2015-05-06,79,19,45,48,22,79,PM10,SEDANG,DKI2
2015-05-07,59,18,29,67,15,67,O3,SEDANG,DKI3
2015-05-08,72,22,27,53,15,72,PM10,SEDANG,DKI4
2015-05-09,83,15,40,83,16,83,PM10,SEDANG,DKI2
2015-05-10,57,19,28,76,19,76,O3,SEDANG,DKI2
2015-05-11,65,23,28,47,30,65,PM10,SEDANG,DKI4
2015-05-12,77,20,42,57,16,77,PM10,SEDANG,DKI2
2015-05-13,75,24,33,63,43,75,PM10,SEDANG,DKI4
2015-05-14,67,18,28,61,22,67,PM10,SEDANG,DKI4
2015-05-15,60,17,38,53,63,63,NO2,SEDANG,DKI5
2015-05-16,68,17,46,92,17,92,O3,SEDANG,DKI4
2015-05-17,67,17,37,66,42,67,PM10,SEDANG,DKI4
2015-05-18,77,18,32,77,30,77,PM10,SEDANG,DKI3
2015-05-19,84,18,31,105,19,105,O3,TIDAK SEHAT,DKI3
2015-05-20,83,18,30,97,22,97,O3,SEDANG,DKI3
2015-05-21,87,18,32,84,19,87,PM10,SEDANG,DKI4
2015-05-22,85,19,27,90,17,90,O3,SEDANG,DKI5
2015-05-23,93,22,36,90,18,93,PM10,SEDANG,DKI4
2015-05-24,87,24,34,77,17,87,PM10,SEDANG,DKI4
2015-05-25,83,20,29,83,14,83,PM10,SEDANG,DKI3
2015-05-26,78,19,41,85,17,85,O3,SEDANG,DKI3
2015-05-27,96,20,32,74,16,96,PM10,SEDANG,DKI4
2015-05-28,69,20,24,37,11,69,PM10,SEDANG,DKI4
2015-05-29,64,20,30,64,22,64,PM10,SEDANG,DKI1
2015-05-30,74,20,36,70,18,74,PM10,SEDANG,DKI2
2015-05-31,70,20,53,83,14,83,O3,SEDANG,DKI3
