tanggal,pm10,so2,co,o3,no2,max,critical,categori,lokasi_spku
2015-11-01,103.0,28.0,28.0,119.0,19.0,119.0,O3,TIDAK SEHAT,DKI3
2015-11-02,84.0,28.0,40.0,91.0,24.0,91.0,O3,SEDANG,DKI2
2015-11-03,65.0,27.0,25.0,117.0,17.0,117.0,O3,TIDAK SEHAT,DKI3
2015-11-04,75.0,28.0,26.0,84.0,19.0,84.0,O3,SEDANG,DKI3
2015-11-05,89.0,28.0,34.0,89.0,19.0,89.0,PM10,SEDANG,DKI3
2015-11-06,82.0,28.0,27.0,103.0,20.0,103.0,O3,TIDAK SEHAT,DKI3
2015-11-07,90.0,31.0,29.0,87.0,24.0,90.0,PM10,SEDANG,DKI4
2015-11-08,78.0,29.0,58.0,81.0,20.0,81.0,O3,SEDANG,DKI3
2015-11-09,57.0,29.0,29.0,112.0,18.0,112.0,O3,TIDAK SEHAT,DKI3
2015-11-10,65.0,30.0,25.0,105.0,23.0,105.0,O3,TIDAK SEHAT,DKI3
2015-11-11,90.0,30.0,31.0,91.0,25.0,91.0,O3,SEDANG,DKI2
2015-11-12,78.0,30.0,37.0,108.0,22.0,108.0,O3,TIDAK SEHAT,DKI3
2015-11-13,65.0,28.0,23.0,74.0,21.0,74.0,O3,SEDANG,DKI3
2015-11-14,59.0,28.0,25.0,73.0,24.0,73.0,O3,SEDANG,DKI3
2015-11-15,73.0,28.0,37.0,64.0,15.0,73.0,PM10,SEDANG,DKI2
2015-11-16,58.0,28.0,22.0,89.0,15.0,89.0,O3,SEDANG,DKI2
2015-11-17,56.0,30.0,23.0,87.0,23.0,87.0,O3,SEDANG,DKI2
2015-11-18,74.0,31.0,32.0,71.0,18.0,74.0,PM10,SEDANG,DKI4
2015-11-19,71.0,29.0,28.0,50.0,17.0,71.0,PM10,SEDANG,DKI5
2015-11-20,74.0,29.0,30.0,81.0,20.0,81.0,O3,SEDANG,DKI3
2015-11-21,75.0,30.0,41.0,86.0,24.0,86.0,O3,SEDANG,DKI2
2015-11-22,81.0,29.0,40.0,88.0,18.0,88.0,O3,SEDANG,DKI2
2015-11-23,70.0,29.0,30.0,79.0,19.0,79.0,O3,SEDANG,DKI2
2015-11-24,72.0,29.0,33.0,77.0,16.0,77.0,O3,SEDANG,DKI2
2015-11-25,67.0,29.0,29.0,100.0,27.0,100.0,O3,SEDANG,DKI3
2015-11-26,70.0,29.0,27.0,117.0,24.0,117.0,O3,TIDAK SEHAT,DKI3
2015-11-27,72.0,29.0,28.0,85.0,22.0,85.0,O3,SEDANG,DKI2
2015-11-28,107.0,21.0,54.0,143.0,24.0,143.0,O3,TIDAK SEHAT,DKI5
2015-11-29,73.0,29.0,27.0,98.0,17.0,98.0,O3,SEDANG,DKI2
2015-11-30,79.0,29.0,45.0,105.0,21.0,105.0,O3,TIDAK SEHAT,DKI2
,,,,,,,,,
