tanggal,pm10,so2,co,o3,no2,max,critical,categori,lokasi_spku
2015-06-01,74.0,20.0,35.0,53.0,17.0,74.0,PM10,SEDANG,DKI2
2015-06-02,89.0,20.0,45.0,77.0,17.0,89.0,PM10,SEDANG,DKI4
2015-06-03,61.0,19.0,30.0,84.0,16.0,84.0,O3,SEDANG,DKI3
2015-06-04,79.0,19.0,42.0,60.0,12.0,79.0,PM10,SEDANG,DKI4
2015-06-05,63.0,21.0,31.0,51.0,16.0,63.0,PM10,SEDANG,DKI4
2015-06-06,79.0,25.0,42.0,60.0,22.0,79.0,PM10,SEDANG,DKI4
2015-06-07,86.0,22.0,37.0,65.0,16.0,86.0,PM10,SEDANG,DKI4
2015-06-08,85.0,21.0,45.0,54.0,15.0,85.0,PM10,SEDANG,DKI4
2015-06-09,91.0,21.0,43.0,51.0,18.0,91.0,PM10,SEDANG,DKI4
2015-06-10,78.0,27.0,49.0,93.0,21.0,93.0,O3,SEDANG,DKI5
2015-06-11,71.0,19.0,44.0,90.0,28.0,90.0,O3,SEDANG,DKI3
2015-06-12,86.0,24.0,43.0,107.0,19.0,107.0,O3,TIDAK SEHAT,DKI2
2015-06-13,81.0,30.0,39.0,94.0,32.0,94.0,O3,SEDANG,DKI5
2015-06-14,89.0,30.0,37.0,113.0,22.0,113.0,O3,TIDAK SEHAT,DKI3
2015-06-15,85.0,28.0,36.0,108.0,26.0,108.0,O3,TIDAK SEHAT,DKI3
2015-06-16,92.0,32.0,47.0,115.0,29.0,115.0,O3,TIDAK SEHAT,DKI3
2015-06-17,115.0,37.0,48.0,78.0,25.0,115.0,PM10,TIDAK SEHAT,DKI4
2015-06-18,83.0,34.0,29.0,80.0,19.0,83.0,PM10,SEDANG,DKI4
2015-06-19,79.0,32.0,30.0,87.0,28.0,87.0,O3,SEDANG,DKI2
2015-06-20,79.0,37.0,34.0,77.0,25.0,79.0,PM10,SEDANG,DKI4
2015-06-21,92.0,31.0,28.0,99.0,17.0,99.0,O3,SEDANG,DKI2
2015-06-22,98.0,26.0,31.0,97.0,20.0,98.0,PM10,SEDANG,DKI4
2015-06-23,109.0,30.0,32.0,98.0,30.0,109.0,PM10,TIDAK SEHAT,DKI4
2015-06-24,86.0,34.0,34.0,94.0,29.0,94.0,O3,SEDANG,DKI3
2015-06-25,101.0,33.0,38.0,72.0,23.0,101.0,PM10,TIDAK SEHAT,DKI5
2015-06-26,114.0,34.0,31.0,67.0,18.0,114.0,PM10,TIDAK SEHAT,DKI5
2015-06-27,105.0,33.0,34.0,61.0,12.0,105.0,PM10,TIDAK SEHAT,DKI5
2015-06-28,72.0,26.0,26.0,84.0,15.0,84.0,O3,SEDANG,DKI2
2015-06-29,94.0,28.0,35.0,101.0,22.0,101.0,O3,TIDAK SEHAT,DKI4
2015-06-30,95.0,31.0,33.0,101.0,22.0,101.0,O3,TIDAK SEHAT,DKI3
,,,,,,,,,
