tanggal,pm10,so2,co,o3,no2,max,critical,categori,lokasi_spku
2015-02-01,42.0,7.0,30.0,42.0,12.0,42.0,PM10,BAIK,DKI1
2015-02-02,50.0,6.0,49.0,42.0,21.0,50.0,PM10,BAIK,DKI5
2015-02-03,76.0,8.0,69.0,50.0,15.0,76.0,PM10,SEDANG,DKI5
2015-02-04,68.0,10.0,59.0,55.0,23.0,68.0,PM10,SEDANG,DKI5
2015-02-05,47.0,9.0,33.0,58.0,17.0,58.0,O3,SEDANG,DKI3
2015-02-06,30.0,8.0,52.0,49.0,13.0,52.0,CO,SEDANG,DKI3
2015-02-07,51.0,9.0,33.0,53.0,15.0,53.0,O3,SEDANG,DKI3
2015-02-08,49.0,9.0,34.0,46.0,12.0,49.0,PM10,BAIK,DKI1
2015-02-09,27.0,8.0,45.0,36.0,14.0,45.0,CO,BAIK,DKI3
2015-02-10,23.0,9.0,42.0,46.0,11.0,46.0,O3,BAIK,DKI3
2015-02-11,56.0,9.0,68.0,40.0,11.0,68.0,CO,SEDANG,DKI3
2015-02-12,72.0,10.0,54.0,50.0,22.0,72.0,PM10,SEDANG,DKI5
2015-02-13,48.0,10.0,37.0,48.0,15.0,48.0,PM10,BAIK,DKI3
2015-02-14,58.0,13.0,57.0,48.0,16.0,58.0,PM10,SEDANG,DKI5
2015-02-15,67.0,13.0,71.0,44.0,12.0,71.0,CO,SEDANG,DKI3
2015-02-16,69.0,13.0,56.0,72.0,18.0,72.0,O3,SEDANG,DKI3
2015-02-17,49.0,13.0,57.0,63.0,13.0,63.0,O3,SEDANG,DKI3
2015-02-18,56.0,19.0,48.0,66.0,24.0,66.0,O3,SEDANG,DKI4
2015-02-19,40.0,13.0,34.0,42.0,13.0,42.0,O3,BAIK,DKI3
2015-02-20,52.0,24.0,42.0,68.0,20.0,68.0,O3,SEDANG,DKI3
2015-02-21,98.0,15.0,60.0,62.0,27.0,98.0,PM10,SEDANG,DKI4
2015-02-22,71.0,15.0,37.0,57.0,23.0,71.0,PM10,SEDANG,DKI4
2015-02-23,63.0,16.0,32.0,46.0,15.0,63.0,PM10,SEDANG,DKI4
2015-02-24,70.0,17.0,42.0,70.0,17.0,70.0,PM10,SEDANG,DKI3
2015-02-25,85.0,20.0,45.0,121.0,18.0,121.0,O3,TIDAK SEHAT,DKI3
2015-02-26,87.0,19.0,35.0,147.0,31.0,147.0,O3,TIDAK SEHAT,DKI3
2015-02-27,83.0,16.0,38.0,129.0,21.0,129.0,O3,TIDAK SEHAT,DKI3
2015-02-28,78.0,17.0,43.0,65.0,19.0,78.0,PM10,SEDANG,DKI4
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
