tanggal,pm10,so2,co,o3,no2,max,critical,categori,lokasi_spku
2015-01-01,49,10,39,27,10,49,PM10,BAIK,DKI1
2015-01-02,28,9,26,48,10,48,O3,BAIK,DKI2
2015-01-03,27,10,28,44,10,44,O3,BAIK,DKI2
2015-01-04,22,9,28,42,12,42,O3,BAIK,DKI2
2015-01-05,25,9,25,32,7,32,O3,BAIK,DKI2
2015-01-06,29,9,26,37,11,37,O3,BAIK,DKI2
2015-01-07,32,10,32,35,12,35,O3,BAIK,DKI1
2015-01-08,48,10,25,40,13,48,PM10,BAIK,DKI3
2015-01-09,24,10,24,32,7,32,O3,BAIK,DKI1
2015-01-10,25,10,24,43,8,43,O3,BAIK,DKI2
2015-01-11,34,11,23,41,11,41,O3,BAIK,DKI1
2015-01-12,37,11,28,37,13,37,PM10,BAIK,DKI1
2015-01-13,45,11,39,35,18,45,PM10,BAIK,DKI1
2015-01-14,41,11,44,40,17,44,CO,BAIK,DKI2
2015-01-15,39,10,34,47,20,47,O3,BAIK,DKI2
2015-01-16,57,16,61,40,17,61,CO,SEDANG,DKI3
2015-01-17,39,11,30,43,15,43,O3,BAIK,DKI2
2015-01-18,46,11,36,45,18,46,PM10,BAIK,DKI5
2015-01-19,54,11,39,41,16,54,PM10,SEDANG,DKI1
2015-01-20,70,13,72,51,24,72,CO,SEDANG,DKI2
2015-01-21,56,12,61,40,16,61,CO,SEDANG,DKI2
2015-01-22,45,11,36,36,15,45,PM10,BAIK,DKI4
2015-01-23,49,10,50,41,23,50,CO,BAIK,DKI2
2015-01-24,71,13,72,65,21,72,CO,SEDANG,DKI3
2015-01-25,35,11,29,67,18,67,O3,SEDANG,DKI3
2015-01-26,53,14,41,59,14,59,O3,SEDANG,DKI3
2015-01-27,68,12,51,49,13,68,PM10,SEDANG,DKI5
2015-01-28,57,14,46,65,15,65,O3,SEDANG,DKI3
2015-01-29,55,13,34,61,17,61,O3,SEDANG,DKI3
2015-01-30,52,12,46,50,13,52,PM10,SEDANG,DKI1
2015-01-31,54,14,32,41,15,54,PM10,SEDANG,DKI1
