tanggal,pm10,so2,co,o3,no2,max,critical,categori,lokasi_spku
2014-12-01,33,14,20,34,12,34,O3,BAIK,DKI2
2014-12-02,47,16,24,49,13,49,O3,BAIK,DKI2
2014-12-03,39,14,23,52,11,52,O3,SEDANG,DKI2
2014-12-04,54,15,29,77,19,77,O3,SEDANG,DKI4
2014-12-05,68,18,28,103,23,103,O3,TIDAK SEHAT,DKI2
2014-12-06,54,14,43,53,13,54,PM10,SEDANG,DKI2
2014-12-07,55,15,51,56,11,56,O3,SEDANG,DKI2
2014-12-08,30,15,19,52,11,52,O3,SEDANG,DKI2
2014-12-09,42,16,39,47,12,47,O3,BAIK,DKI2
2014-12-10,45,17,31,51,18,51,O3,SEDANG,DKI2
2014-12-11,61,18,28,48,17,61,PM10,SEDANG,DKI4
2014-12-12,52,16,23,48,14,52,PM10,SEDANG,DKI4
2014-12-13,59,16,24,58,12,59,PM10,SEDANG,DKI4
2014-12-14,50,19,23,46,12,50,PM10,BAIK,DKI4
2014-12-15,41,16,23,41,12,41,PM10,BAIK,DKI2
2014-12-16,72,17,26,56,19,72,PM10,SEDANG,DKI4
2014-12-17,47,15,25,52,13,52,O3,SEDANG,DKI2
2014-12-18,56,29,23,37,10,56,PM10,SEDANG,DKI4
2014-12-19,62,34,30,46,15,62,PM10,SEDANG,DKI1
2014-12-20,37,30,30,42,13,42,O3,BAIK,DKI1
2014-12-21,67,34,47,48,15,67,PM10,SEDANG,DKI2
2014-12-22,42,25,33,79,19,79,O3,SEDANG,DKI2
2014-12-23,39,10,37,55,18,55,O3,SEDANG,DKI2
2014-12-24,69,11,43,137,19,137,O3,TIDAK SEHAT,DKI2
2014-12-25,59,12,37,130,16,130,O3,TIDAK SEHAT,DKI2
2014-12-26,52,14,30,71,14,71,O3,SEDANG,DKI2
2014-12-27,30,9,32,40,16,40,O3,BAIK,DKI2
2014-12-28,40,10,42,137,22,137,O3,TIDAK SEHAT,DKI4
2014-12-29,31,9,25,201,6,201,O3,SANGAT TIDAK SEHAT,DKI4
2014-12-30,36,10,28,81,11,81,O3,SEDANG,DKI4
2014-12-31,24,9,25,217,11,217,O3,SANGAT TIDAK SEHAT,DKI4
