tanggal,pm10,so2,co,o3,no2,max,critical,categori,lokasi_spku
2014-07-01,77,23,32,95,16,95,O3,SEDANG,DKI4
2014-07-02,75,19,28,67,23,75,PM10,SEDANG,DKI4
2014-07-03,88,15,51,96,29,96,O3,SEDANG,DKI5
2014-07-04,90,22,47,80,18,90,PM10,SEDANG,DKI5
2014-07-05,70,15,27,70,22,70,PM10,SEDANG,DKI3
2014-07-06,56,11,21,61,14,61,O3,SEDANG,DKI5
2014-07-07,51,16,43,80,24,80,O3,SEDANG,DKI5
2014-07-08,57,15,38,72,25,72,O3,SEDANG,DKI5
2014-07-09,106,14,83,62,29,106,PM10,TIDAK SEHAT,DKI5
2014-07-10,53,15,29,91,15,91,O3,SEDANG,DKI5
2014-07-11,58,15,24,53,13,58,PM10,SEDANG,DKI4
2014-07-12,83,17,41,60,20,83,PM10,SEDANG,DKI5
2014-07-13,70,11,52,41,26,70,PM10,SEDANG,DKI5
2014-07-14,55,12,33,140,20,140,O3,TIDAK SEHAT,DKI2
2014-07-15,70,23,30,84,19,84,O3,SEDANG,DKI2
2014-07-16,56,12,45,94,23,94,O3,SEDANG,DKI3
2014-07-17,68,19,37,89,21,89,O3,SEDANG,DKI5
2014-07-18,71,22,36,76,21,76,O3,SEDANG,DKI3
2014-07-19,68,13,30,86,24,86,O3,SEDANG,DKI5
2014-07-20,65,13,39,65,14,65,PM10,SEDANG,DKI3
2014-07-21,67,14,38,87,21,87,O3,SEDANG,DKI3
2014-07-22,60,18,32,104,18,104,O3,TIDAK SEHAT,DKI2
2014-07-23,53,12,27,91,16,91,O3,SEDANG,DKI4
2014-07-24,60,16,29,70,19,70,O3,SEDANG,DKI2
2014-07-25,68,13,46,68,16,68,PM10,SEDANG,DKI2
2014-07-26,53,12,27,63,14,63,O3,SEDANG,DKI2
2014-07-27,41,12,26,60,11,60,O3,SEDANG,DKI1
2014-07-28,60,12,39,90,13,90,O3,SEDANG,DKI5
2014-07-29,36,12,13,87,14,87,O3,SEDANG,DKI3
2014-07-30,52,23,19,54,11,54,O3,SEDANG,DKI3
2014-07-31,51,16,13,84,9,84,O3,SEDANG,DKI2
