tanggal,pm10,so2,co,o3,no2,max,critical,categori,lokasi_spku
2014-01-01,77,8,58,64,13,77,PM10,SEDANG,DKI1
2014-01-02,55,7,29,74,13,74,O3,SEDANG,DKI4
2014-01-03,62,9,49,97,16,97,O3,SEDANG,DKI4
2014-01-04,55,7,36,57,14,57,O3,SEDANG,DKI3
2014-01-05,39,6,18,48,10,48,O3,BAIK,DKI1
2014-01-06,27,5,18,45,9,45,O3,BAIK,DKI1
2014-01-07,40,7,27,52,13,52,O3,SEDANG,DKI1
2014-01-08,51,6,31,65,14,65,O3,SEDANG,DKI4
2014-01-09,51,6,54,43,15,54,CO,SEDANG,DKI4
2014-01-10,39,7,24,95,15,95,O3,SEDANG,DKI2
2014-01-11,56,7,29,96,21,96,O3,SEDANG,DKI4
2014-01-12,44,5,29,71,15,71,O3,SEDANG,DKI1
2014-01-13,40,7,39,70,20,70,O3,SEDANG,DKI4
2014-01-14,54,9,36,72,16,72,O3,SEDANG,DKI4
2014-01-15,46,7,29,54,12,54,O3,SEDANG,DKI1
2014-01-16,50,6,41,49,19,50,PM10,BAIK,DKI1
2014-01-17,51,6,33,61,18,61,O3,SEDANG,DKI4
2014-01-18,39,6,25,55,15,55,O3,SEDANG,DKI1
2014-01-19,38,6,26,60,16,60,O3,SEDANG,DKI4
2014-01-20,54,6,27,53,13,54,PM10,SEDANG,DKI1
2014-01-21,44,6,28,54,15,54,O3,SEDANG,DKI4
2014-01-22,59,8,29,52,21,59,PM10,SEDANG,DKI1
2014-01-23,48,6,26,53,15,53,O3,SEDANG,DKI1
2014-01-24,59,6,41,50,17,59,PM10,SEDANG,DKI1
2014-01-25,53,6,23,56,15,56,O3,SEDANG,DKI4
2014-01-26,67,7,43,56,14,67,PM10,SEDANG,DKI5
2014-01-27,65,7,29,56,13,65,PM10,SEDANG,DKI1
2014-01-28,47,5,26,53,11,53,O3,SEDANG,DKI4
2014-01-29,33,6,27,51,12,51,O3,SEDANG,DKI4
2014-01-30,54,6,33,53,10,54,PM10,SEDANG,DKI5
2014-01-31,56,6,33,46,10,56,PM10,SEDANG,DKI5
