tanggal,pm10,so2,co,o3,no2,max,critical,categori,lokasi_spku
2014-04-01,81.0,9.0,37.0,111.0,15.0,111.0,O3,TIDAK SEHAT,DKI5
2014-04-02,74.0,9.0,33.0,109.0,17.0,109.0,O3,TIDAK SEHAT,DKI5
2014-04-03,69.0,13.0,40.0,133.0,20.0,133.0,O3,TIDAK SEHAT,DKI5
2014-04-04,90.0,8.0,37.0,146.0,20.0,146.0,O3,TIDAK SEHAT,DKI5
2014-04-05,83.0,25.0,72.0,162.0,21.0,162.0,O3,TIDAK SEHAT,DKI5
2014-04-06,53.0,13.0,20.0,94.0,13.0,94.0,O3,SEDANG,DKI5
2014-04-07,46.0,17.0,30.0,119.0,17.0,119.0,O3,TIDAK SEHAT,DKI5
2014-04-08,59.0,21.0,47.0,93.0,16.0,93.0,O3,SEDANG,DKI5
2014-04-09,43.0,11.0,21.0,78.0,9.0,78.0,O3,SEDANG,DKI5
2014-04-10,51.0,14.0,25.0,57.0,12.0,57.0,O3,SEDANG,DKI5
2014-04-11,63.0,17.0,33.0,78.0,16.0,78.0,O3,SEDANG,DKI5
2014-04-12,70.0,22.0,62.0,94.0,21.0,94.0,O3,SEDANG,DKI5
2014-04-13,59.0,18.0,22.0,88.0,15.0,88.0,O3,SEDANG,DKI5
2014-04-14,56.0,15.0,42.0,87.0,11.0,87.0,O3,SEDANG,DKI5
2014-04-15,49.0,16.0,51.0,99.0,15.0,99.0,O3,SEDANG,DKI5
2014-04-16,52.0,17.0,36.0,98.0,20.0,98.0,O3,SEDANG,DKI5
2014-04-17,84.0,24.0,40.0,164.0,26.0,164.0,O3,TIDAK SEHAT,DKI2
2014-04-18,70.0,25.0,48.0,158.0,17.0,158.0,O3,TIDAK SEHAT,DKI5
2014-04-19,64.0,16.0,38.0,106.0,15.0,106.0,O3,TIDAK SEHAT,DKI5
2014-04-20,58.0,18.0,46.0,76.0,19.0,76.0,O3,SEDANG,DKI5
2014-04-21,57.0,14.0,28.0,94.0,16.0,94.0,O3,SEDANG,DKI5
2014-04-22,42.0,11.0,20.0,78.0,18.0,78.0,O3,SEDANG,DKI4
2014-04-23,66.0,25.0,48.0,180.0,22.0,180.0,O3,TIDAK SEHAT,DKI5
2014-04-24,57.0,17.0,37.0,123.0,14.0,123.0,O3,TIDAK SEHAT,DKI5
2014-04-25,46.0,17.0,21.0,69.0,20.0,69.0,O3,SEDANG,DKI2
2014-04-26,54.0,11.0,22.0,163.0,19.0,163.0,O3,TIDAK SEHAT,DKI5
2014-04-27,51.0,9.0,27.0,162.0,17.0,162.0,O3,TIDAK SEHAT,DKI5
2014-04-28,55.0,9.0,35.0,178.0,29.0,178.0,O3,TIDAK SEHAT,DKI5
2014-04-29,60.0,8.0,34.0,165.0,27.0,165.0,O3,TIDAK SEHAT,DKI5
2014-04-30,62.0,11.0,35.0,119.0,29.0,119.0,O3,TIDAK SEHAT,DKI3
,,,,,,,,,
