tanggal,pm10,so2,co,o3,no2,max,critical,categori,lokasi_spku
2014-05-01,74,14,40,94,18,94,O3,SEDANG,DKI5
2014-05-02,88,16,56,131,28,131,O3,TIDAK SEHAT,DKI5
2014-05-03,85,11,97,144,39,144,O3,TIDAK SEHAT,DKI5
2014-05-04,65,12,32,137,12,137,O3,TIDAK SEHAT,DKI5
2014-05-05,66,10,39,94,14,94,O3,SEDANG,DKI5
2014-05-06,63,11,28,107,13,107,O3,TIDAK SEHAT,DKI5
2014-05-07,72,9,26,144,19,144,O3,TIDAK SEHAT,DKI5
2014-05-08,63,9,36,129,23,129,O3,TIDAK SEHAT,DKI5
2014-05-09,55,10,30,200,31,200,O3,SANGAT TIDAK SEHAT,DKI5
2014-05-10,70,11,34,165,22,165,O3,TIDAK SEHAT,DKI5
2014-05-11,67,9,25,169,20,169,O3,TIDAK SEHAT,DKI5
2014-05-12,70,10,44,144,20,144,O3,TIDAK SEHAT,DKI5
2014-05-13,89,10,36,200,20,200,O3,SANGAT TIDAK SEHAT,DKI5
2014-05-14,58,10,37,195,24,195,O3,TIDAK SEHAT,DKI5
2014-05-15,62,14,32,139,23,139,O3,TIDAK SEHAT,DKI5
2014-05-16,69,14,37,75,25,75,O3,SEDANG,DKI5
2014-05-17,55,12,28,106,16,106,O3,TIDAK SEHAT,DKI5
2014-05-18,60,12,29,190,17,190,O3,TIDAK SEHAT,DKI5
2014-05-19,74,11,38,121,27,121,O3,TIDAK SEHAT,DKI5
2014-05-20,68,17,36,133,21,133,O3,TIDAK SEHAT,DKI5
2014-05-21,75,11,41,153,18,153,O3,TIDAK SEHAT,DKI5
2014-05-22,59,10,30,108,15,108,O3,TIDAK SEHAT,DKI5
2014-05-23,63,18,39,93,20,93,O3,SEDANG,DKI5
2014-05-24,84,20,49,104,20,104,O3,TIDAK SEHAT,DKI5
2014-05-25,78,10,41,109,12,109,O3,TIDAK SEHAT,DKI5
2014-05-26,60,11,26,114,14,114,O3,TIDAK SEHAT,DKI5
2014-05-27,81,20,53,211,20,211,O3,SANGAT TIDAK SEHAT,DKI5
2014-05-28,59,17,37,161,26,161,O3,TIDAK SEHAT,DKI5
2014-05-29,60,12,35,126,14,126,O3,TIDAK SEHAT,DKI5
2014-05-30,77,22,31,99,19,99,O3,SEDANG,DKI5
2014-05-31,62,9,43,100,21,100,O3,SEDANG,DKI5
