Tanggal,Tavg,RH_avg,RR,ff_avg,ddd_car
01-11-2017,29.1,69.0,0.0,2.0,N 
02-11-2017,29.2,70.0,0.0,2.0,N 
03-11-2017,29.5,73.0,0.0,1.0,N 
04-11-2017,29.0,76.0,0.0,1.0,N 
05-11-2017,29.4,75.0,16.5,2.0,N 
06-11-2017,29.1,79.0,4.0,2.0,N 
07-11-2017,27.5,83.0,7.0,1.0,N 
08-11-2017,27.8,79.0,8888.0,1.0,N 
09-11-2017,28.2,80.0,0.0,2.0,W 
10-11-2017,28.2,76.0,10.0,1.0,N 
11-11-2017,28.5,74.0,0.0,2.0,W 
12-11-2017,28.3,80.0,0.0,1.0,N 
13-11-2017,27.8,81.0,1.0,2.0,W 
14-11-2017,28.0,86.0,60.7,2.0,N 
15-11-2017,27.8,83.0,4.5,1.0,N 
16-11-2017,27.6,80.0,0.0,1.0,N 
17-11-2017,27.7,82.0,4.8,1.0,W 
18-11-2017,28.1,82.0,5.5,1.0,N 
19-11-2017,27.2,85.0,0.0,1.0,N 
20-11-2017,29.7,70.0,24.0,2.0,N 
21-11-2017,28.1,72.0,0.0,1.0,N 
22-11-2017,28.5,78.0,8888.0,1.0,N 
23-11-2017,29.5,75.0,12.3,2.0,N 
24-11-2017,29.8,69.0,0.0,2.0,W 
25-11-2017,29.9,70.0,0.0,1.0,N 
26-11-2017,27.1,85.0,0.0,1.0,N 
27-11-2017,26.5,85.0,22.0,3.0,W 
28-11-2017,27.0,82.0,6.0,3.0,W 
29-11-2017,27.9,79.0,8888.0,1.0,N 
30-11-2017,26.2,87.0,17.1,1.0,N 
