Tanggal,Tavg,RH_avg,RR,ff_avg,ddd_car
01-07-2017,28.2,78.0,10.6,1.0,N 
02-07-2017,29.1,74.0,0.0,2.0,SE
03-07-2017,29.2,77.0,0.0,1.0,N 
04-07-2017,29.8,74.0,0.0,1.0,N 
05-07-2017,29.9,73.0,0.0,1.0,N 
06-07-2017,28.2,72.0,0.0,1.0,N 
07-07-2017,28.8,73.0,0.0,1.0,N 
08-07-2017,29.2,72.0,0.0,1.0,N 
09-07-2017,29.1,70.0,0.0,1.0,N 
10-07-2017,28.2,76.0,0.0,1.0,N 
11-07-2017,28.1,79.0,16.7,1.0,N 
12-07-2017,28.0,78.0,0.0,1.0,N 
13-07-2017,27.9,78.0,11.0,1.0,N 
14-07-2017,28.4,75.0,0.0,1.0,N 
15-07-2017,28.7,71.0,0.0,0.0,N 
16-07-2017,27.8,72.0,0.0,1.0,N 
17-07-2017,28.0,62.0,0.0,1.0,N 
18-07-2017,27.9,71.0,0.0,1.0,N 
19-07-2017,28.0,78.0,0.0,1.0,N 
20-07-2017,28.3,79.0,0.2,1.0,N 
21-07-2017,27.7,80.0,81.4,1.0,N 
22-07-2017,29.2,74.0,0.0,2.0,S 
23-07-2017,28.6,81.0,0.0,0.0,N 
24-07-2017,28.3,76.0,0.0,1.0,N 
25-07-2017,28.8,67.0,8888.0,2.0,N 
26-07-2017,29.0,62.0,0.0,1.0,N 
27-07-2017,28.5,71.0,0.0,1.0,N 
28-07-2017,28.8,73.0,0.0,2.0,N 
29-07-2017,29.6,74.0,8888.0,1.0,N 
30-07-2017,29.2,74.0,0.0,2.0,S 
31-07-2017,29.0,78.0,0.0,1.0,N 
