Tanggal,Tavg,RH_avg,RR,ff_avg,ddd_car
01-06-2017,28.2,73.0,0.0,1.0,N 
02-06-2017,28.6,76.0,8888.0,0.0,N 
03-06-2017,29.0,80.0,0.0,1.0,N 
04-06-2017,29.0,75.0,0.0,1.0,N 
05-06-2017,29.1,76.0,0.0,2.0,N 
06-06-2017,28.5,78.0,23.0,1.0,N 
07-06-2017,29.3,75.0,0.0,2.0,SE
08-06-2017,29.3,73.0,0.0,2.0,SE
09-06-2017,29.7,74.0,0.0,1.0,E 
10-06-2017,29.4,77.0,0.0,1.0,N 
11-06-2017,28.6,81.0,19.2,1.0,N 
12-06-2017,29.7,75.0,0.0,2.0,E 
13-06-2017,30.0,75.0,0.0,2.0,E 
14-06-2017,27.7,80.0,32.6,1.0,N 
15-06-2017,28.9,79.0,0.0,1.0,N 
16-06-2017,29.3,78.0,3.5,2.0,SE
17-06-2017,29.6,74.0,0.0,1.0,N 
18-06-2017,28.7,75.0,0.0,1.0,N 
19-06-2017,29.0,66.0,8888.0,2.0,N 
20-06-2017,28.9,72.0,0.0,1.0,N 
21-06-2017,29.1,73.0,0.0,1.0,N 
22-06-2017,28.2,79.0,0.0,1.0,N 
23-06-2017,28.4,78.0,8888.0,1.0,N 
24-06-2017,27.4,84.0,0.0,1.0,N 
25-06-2017,28.1,78.0,0.1,2.0,N 
26-06-2017,28.0,81.0,2.6,2.0,E 
27-06-2017,27.6,77.0,12.0,1.0,N 
28-06-2017,28.6,80.0,0.0,2.0,N 
29-06-2017,28.1,78.0,0.0,2.0,N 
30-06-2017,26.9,86.0,45.5,1.0,N 
