Tanggal,Tavg,RH_avg,RR,ff_avg,ddd_car
01-04-2017,27.9,79.0,10.2,1.0,N 
02-04-2017,27.3,84.0,49.6,1.0,N 
03-04-2017,27.8,78.0,13.3,1.0,N 
04-04-2017,27.8,80.0,8888.0,1.0,N 
05-04-2017,28.7,73.0,0.0,3.0,W 
06-04-2017,28.6,73.0,0.0,2.0,W 
07-04-2017,28.5,74.0,0.0,3.0,W 
08-04-2017,27.4,78.0,7.1,2.0,W 
09-04-2017,28.8,75.0,0.0,2.0,N 
10-04-2017,29.4,75.0,2.6,1.0,N 
11-04-2017,28.3,82.0,18.0,2.0,N 
12-04-2017,27.9,79.0,19.5,2.0,N 
13-04-2017,28.4,81.0,2.4,1.0,N 
14-04-2017,28.6,78.0,0.0,1.0,N 
15-04-2017,28.9,79.0,0.0,1.0,N 
16-04-2017,28.7,78.0,0.4,1.0,N 
17-04-2017,29.0,79.0,0.0,1.0,N 
18-04-2017,28.7,80.0,0.0,1.0,N 
19-04-2017,27.9,80.0,0.0,1.0,N 
20-04-2017,29.2,74.0,7.5,1.0,N 
21-04-2017,29.0,79.0,0.0,1.0,N 
22-04-2017,28.5,81.0,0.6,1.0,N 
23-04-2017,28.8,74.0,6.3,1.0,N 
24-04-2017,29.5,75.0,0.0,1.0,N 
25-04-2017,29.8,73.0,0.4,1.0,N 
26-04-2017,27.9,81.0,0.0,1.0,N 
27-04-2017,28.3,78.0,0.0,1.0,N 
28-04-2017,28.3,76.0,18.6,2.0,N 
29-04-2017,29.7,79.0,0.0,1.0,N 
30-04-2017,29.0,73.0,8888.0,1.0,N 
