Tanggal,Tavg,RH_avg,RR,ff_avg,ddd_car
01-03-2017,28.1,78.0,0.7,1.0,N 
02-03-2017,28.2,78.0,0.0,2.0,N 
03-03-2017,27.8,84.0,7.0,1.0,N 
04-03-2017,27.6,80.0,3.6,1.0,N 
05-03-2017,28.4,77.0,0.0,2.0,NW
06-03-2017,28.7,75.0,0.0,1.0,N 
07-03-2017,27.7,79.0,0.0,1.0,N 
08-03-2017,28.0,79.0,18.4,2.0,N 
09-03-2017,28.1,78.0,0.0,1.0,N 
10-03-2017,28.3,78.0,0.0,1.0,N 
11-03-2017,27.8,79.0,0.0,2.0,N 
12-03-2017,28.6,75.0,0.0,1.0,N 
13-03-2017,28.8,73.0,2.1,1.0,N 
14-03-2017,29.4,72.0,0.0,2.0,NW
15-03-2017,29.8,67.0,2.4,2.0,W 
16-03-2017,28.5,75.0,0.0,2.0,N 
17-03-2017,28.6,80.0,0.0,1.0,N 
18-03-2017,27.0,82.0,6.0,1.0,N 
19-03-2017,27.9,79.0,7.4,2.0,N 
20-03-2017,27.6,80.0,0.5,1.0,N 
21-03-2017,28.1,81.0,13.0,1.0,N 
22-03-2017,27.4,84.0,13.5,2.0,NW
23-03-2017,25.9,86.0,16.0,1.0,N 
24-03-2017,28.1,79.0,6.4,1.0,N 
25-03-2017,28.6,79.0,0.0,1.0,N 
26-03-2017,28.6,80.0,0.0,1.0,N 
27-03-2017,27.4,80.0,18.4,1.0,N 
28-03-2017,27.4,82.0,0.0,1.0,N 
29-03-2017,28.8,76.0,23.3,1.0,N 
30-03-2017,28.6,73.0,0.0,2.0,W 
31-03-2017,26.9,83.0,0.0,1.0,N 
