Tanggal,Tavg,RH_avg,RR,ff_avg,ddd_car
01-12-2017,27.4,77.0,28.4,2.0,W 
02-12-2017,28.7,72.0,0.0,2.0,N 
03-12-2017,29.2,72.0,0.0,3.0,W 
04-12-2017,29.5,70.0,0.0,2.0,N 
05-12-2017,29.7,68.0,0.0,2.0,W 
06-12-2017,29.2,71.0,0.0,1.0,N 
07-12-2017,29.3,73.0,0.0,2.0,W 
08-12-2017,28.9,74.0,0.0,2.0,W 
09-12-2017,29.2,75.0,17.4,2.0,W 
10-12-2017,28.5,79.0,1.5,2.0,N 
11-12-2017,27.6,81.0,8888.0,1.0,N 
12-12-2017,27.0,86.0,90.7,1.0,N 
13-12-2017,27.1,80.0,78.4,2.0,W 
14-12-2017,27.5,78.0,0.0,1.0,W 
15-12-2017,28.1,75.0,0.0,2.0,N 
16-12-2017,26.8,84.0,0.0,1.0,N 
17-12-2017,26.9,82.0,5.0,2.0,W 
18-12-2017,27.5,80.0,8888.0,2.0,N 
19-12-2017,27.3,82.0,15.3,2.0,N 
20-12-2017,26.8,86.0,4.6,2.0,N 
21-12-2017,26.5,86.0,6.8,1.0,N 
22-12-2017,28.1,78.0,6.0,2.0,N 
23-12-2017,28.4,71.0,0.0,2.0,N 
24-12-2017,29.6,66.0,0.0,2.0,W 
25-12-2017,29.4,65.0,0.0,2.0,W 
26-12-2017,28.7,75.0,0.0,1.0,N 
27-12-2017,28.7,78.0,0.0,1.0,N 
28-12-2017,28.5,71.0,0.0,2.0,N 
29-12-2017,28.6,74.0,0.0,1.0,N 
30-12-2017,28.5,80.0,0.0,0.0,N 
ddd_car: Arah angin terbanyak (°),,,,,
