Date,Temperature,Humidity,Precipitation,Wind Speed,Wind Direction,pm10,so2,co,o3,no2
01-04-2017,27.9,79.0,10.2,1.0,N ,48.0,43.0,28.0,110.0,10.0
02-04-2017,27.3,84.0,49.6,1.0,N ,51.0,39.0,45.0,96.0,16.0
03-04-2017,27.8,78.0,13.3,1.0,N ,37.0,41.0,37.0,61.0,24.0
04-04-2017,27.8,80.0,0.0,1.0,N ,47.0,32.0,41.0,150.0,19.0
05-04-2017,28.7,73.0,0.0,3.0,W ,53.0,33.0,38.0,51.0,15.0
06-04-2017,28.6,73.0,0.0,2.0,W ,33.0,33.0,26.0,28.0,6.0
07-04-2017,28.5,74.0,0.0,3.0,W ,40.0,33.0,17.0,57.0,14.0
08-04-2017,27.4,78.0,7.1,2.0,W ,23.0,32.0,17.0,38.0,6.0
09-04-2017,28.8,75.0,0.0,2.0,N ,30.0,33.0,21.0,31.0,13.0
10-04-2017,29.4,75.0,2.6,1.0,N ,65.0,35.0,42.0,113.0,21.0
11-04-2017,28.3,82.0,18.0,2.0,N ,66.0,36.0,23.0,132.0,29.0
12-04-2017,27.9,79.0,19.5,2.0,N ,52.0,34.0,26.0,110.0,17.0
13-04-2017,28.4,81.0,2.4,1.0,N ,56.0,34.0,47.0,108.0,14.0
14-04-2017,28.6,78.0,0.0,1.0,N ,55.0,34.0,33.0,81.0,21.0
15-04-2017,28.9,79.0,0.0,1.0,N ,71.0,37.0,36.0,82.0,11.0
16-04-2017,28.7,78.0,0.4,1.0,N ,73.0,34.0,53.0,91.0,26.0
17-04-2017,29.0,79.0,0.0,1.0,N ,83.0,54.0,56.0,92.0,15.0
18-04-2017,28.7,80.0,0.0,1.0,N ,84.0,35.0,62.0,113.0,22.0
19-04-2017,27.9,80.0,0.0,1.0,N ,73.0,38.0,60.0,139.0,16.0
20-04-2017,29.2,74.0,7.5,1.0,N ,65.0,45.0,57.0,140.0,20.0
21-04-2017,29.0,79.0,0.0,1.0,N ,63.0,36.0,38.0,127.0,14.0
22-04-2017,28.5,81.0,0.6,1.0,N ,71.0,34.0,57.0,88.0,20.0
23-04-2017,28.8,74.0,6.3,1.0,N ,55.0,35.0,61.0,123.0,15.0
24-04-2017,29.5,75.0,0.0,1.0,N ,70.0,36.0,39.0,95.0,19.0
25-04-2017,29.8,73.0,0.4,1.0,N ,93.0,38.0,70.0,82.0,18.0
26-04-2017,27.9,81.0,0.0,1.0,N ,57.0,34.0,18.0,57.0,11.0
27-04-2017,28.3,78.0,0.0,1.0,N ,66.0,34.0,35.0,82.0,25.0
28-04-2017,28.3,76.0,18.6,2.0,N ,56.0,35.0,28.0,88.0,24.0
29-04-2017,29.7,79.0,0.0,1.0,N ,54.0,40.0,17.0,48.0,14.0
30-04-2017,29.0,73.0,0.0,1.0,N ,63.0,43.0,18.0,139.0,14.0
,,,,,,,,,,
