Date,Temperature,Humidity,Precipitation,Wind Speed,Wind Direction,pm10,so2,co,o3,no2
01-03-2017,28.1,78.0,0.7,1.0,N ,58,32,41,83,18
02-03-2017,28.2,78.0,0.0,2.0,N ,64,35,44,75,18
03-03-2017,27.8,84.0,7.0,1.0,N ,60,31,54,66,19
04-03-2017,27.6,80.0,3.6,1.0,N ,43,31,43,112,12
05-03-2017,28.4,77.0,0.0,2.0,NW,60,32,41,107,16
06-03-2017,28.7,75.0,0.0,1.0,N ,52,32,38,63,12
07-03-2017,27.7,79.0,0.0,1.0,N ,52,32,37,69,15
08-03-2017,28.0,79.0,18.4,2.0,N ,40,32,40,84,26
09-03-2017,28.1,78.0,0.0,1.0,N ,53,33,34,119,24
10-03-2017,28.3,78.0,0.0,1.0,N ,77,52,51,81,22
11-03-2017,27.8,79.0,0.0,2.0,N ,66,32,45,120,18
12-03-2017,28.6,75.0,0.0,1.0,N ,75,32,48,84,17
13-03-2017,28.8,73.0,2.1,1.0,N ,72,32,35,81,24
14-03-2017,29.4,72.0,0.0,2.0,NW,71,34,33,74,25
15-03-2017,29.8,67.0,2.4,2.0,W ,61,33,34,40,17
16-03-2017,28.5,75.0,0.0,2.0,N ,51,34,31,136,12
17-03-2017,28.6,80.0,0.0,1.0,N ,94,38,40,99,24
18-03-2017,27.0,82.0,6.0,1.0,N ,55,32,51,64,23
19-03-2017,27.9,79.0,7.4,2.0,N ,51,32,46,84,20
20-03-2017,27.6,80.0,0.5,1.0,N ,35,31,17,48,7
21-03-2017,28.1,81.0,13.0,1.0,N ,51,31,23,40,12
22-03-2017,27.4,84.0,13.5,2.0,NW,47,40,40,53,23
23-03-2017,25.9,86.0,16.0,1.0,N ,56,42,46,65,24
24-03-2017,28.1,79.0,6.4,1.0,N ,88,50,93,125,19
25-03-2017,28.6,79.0,0.0,1.0,N ,66,43,39,73,15
26-03-2017,28.6,80.0,0.0,1.0,N ,66,54,61,54,11
27-03-2017,27.4,80.0,18.4,1.0,N ,52,47,39,83,20
28-03-2017,27.4,82.0,0.0,1.0,N ,72,47,68,85,16
29-03-2017,28.8,76.0,23.3,1.0,N ,57,50,53,77,11
30-03-2017,28.6,73.0,0.0,2.0,W ,45,45,32,48,17
31-03-2017,26.9,83.0,0.0,1.0,N ,31,38,26,34,8
