Date,Temperature,Humidity,Precipitation,Wind Speed,Wind Direction,pm10,so2,co,o3,no2
01-03-2015,27.2,84.0,0.0,1.0,N ,86,16,48,39,16
02-03-2015,27.4,78.0,0.6,1.0,N ,57,17,40,41,18
03-03-2015,27.3,82.0,16.6,1.0,N ,62,19,33,50,18
04-03-2015,27.3,78.0,16.6,2.0,W ,59,16,41,38,19
05-03-2015,28.0,75.0,0.0,1.0,N ,51,14,29,44,15
06-03-2015,27.6,76.0,0.0,2.0,N ,66,17,44,70,18
07-03-2015,27.6,76.0,0.0,1.0,N ,53,15,27,59,20
08-03-2015,26.9,81.0,11.0,1.0,N ,46,14,36,36,17
09-03-2015,28.0,77.0,3.0,2.0,N ,51,15,33,45,17
10-03-2015,27.0,82.0,11.9,1.0,N ,49,14,36,63,25
11-03-2015,26.4,85.0,2.5,1.0,N ,44,14,27,62,15
12-03-2015,27.0,83.0,3.9,1.0,N ,43,16,29,48,12
13-03-2015,27.0,83.0,1.1,1.0,N ,66,16,61,49,24
14-03-2015,27.2,85.0,0.0,1.0,N ,72,17,44,52,13
15-03-2015,27.0,85.0,0.0,1.0,N ,64,16,30,49,14
16-03-2015,27.0,85.0,55.3,1.0,N ,55,14,52,71,19
17-03-2015,27.0,85.0,0.8,2.0,N ,66,20,46,85,21
18-03-2015,28.6,76.0,3.5,1.0,N ,75,22,35,104,25
19-03-2015,29.0,78.0,0.0,1.0,N ,68,16,33,130,26
20-03-2015,28.0,78.0,35.8,1.0,N ,57,15,30,127,30
21-03-2015,27.5,84.0,25.1,1.0,N ,52,14,30,92,16
22-03-2015,28.6,77.0,0.0,1.0,N ,63,16,36,113,17
23-03-2015,27.9,77.0,6.0,1.0,N ,53,17,33,155,28
24-03-2015,28.6,78.0,0.0,1.0,N ,76,17,46,94,20
25-03-2015,26.5,84.0,0.0,1.0,N ,75,21,44,57,20
26-03-2015,26.9,83.0,14.0,0.0,N ,66,15,43,62,21
27-03-2015,26.0,83.0,13.2,1.0,N ,67,17,58,83,20
28-03-2015,28.6,78.0,0.0,1.0,N ,68,17,33,77,17
29-03-2015,29.2,72.0,0.0,1.0,N ,78,15,53,74,12
30-03-2015,29.2,75.0,2.8,1.0,N ,69,14,47,76,17
31-03-2015,29.3,76.0,0.0,1.0,N ,80,17,29,72,18
