Date,Temperature,Humidity,Precipitation,Wind Speed,Wind Direction,pm10,so2,co,o3,no2
01-02-2015,24.4,95.0,19.4,1.0,N ,42.0,7.0,30.0,42.0,12.0
02-02-2015,26.7,84.0,95.8,1.0,N ,50.0,6.0,49.0,42.0,21.0
03-02-2015,27.4,81.0,1.6,1.0,N ,76.0,8.0,69.0,50.0,15.0
04-02-2015,26.9,83.0,1.0,1.0,N ,68.0,10.0,59.0,55.0,23.0
05-02-2015,27.0,83.0,0.6,2.0,NW,47.0,9.0,33.0,58.0,17.0
06-02-2015,27.1,79.0,1.8,1.0,N ,30.0,8.0,52.0,49.0,13.0
07-02-2015,27.3,79.0,0.8,1.0,N ,51.0,9.0,33.0,53.0,15.0
08-02-2015,26.2,85.0,11.6,2.0,N ,49.0,9.0,34.0,46.0,12.0
09-02-2015,24.2,96.0,177.0,1.0,N ,27.0,8.0,45.0,36.0,14.0
10-02-2015,25.4,89.0,277.5,1.0,N ,23.0,9.0,42.0,46.0,11.0
11-02-2015,25.1,90.0,31.4,1.0,N ,56.0,9.0,68.0,40.0,11.0
12-02-2015,26.0,88.0,14.7,2.0,N ,72.0,10.0,54.0,50.0,22.0
13-02-2015,25.3,91.0,12.0,1.0,N ,48.0,10.0,37.0,48.0,15.0
14-02-2015,26.6,86.0,30.8,1.0,N ,58.0,13.0,57.0,48.0,16.0
15-02-2015,26.2,91.0,0.0,0.0,N ,67.0,13.0,71.0,44.0,12.0
16-02-2015,27.6,85.0,58.8,1.0,N ,69.0,13.0,56.0,72.0,18.0
17-02-2015,26.5,88.0,0.5,1.0,N ,49.0,13.0,57.0,63.0,13.0
18-02-2015,27.1,84.0,55.6,2.0,NW,56.0,19.0,48.0,66.0,24.0
19-02-2015,25.1,94.0,85.6,0.0,N ,40.0,13.0,34.0,42.0,13.0
20-02-2015,26.6,83.0,10.5,1.0,N ,52.0,24.0,42.0,68.0,20.0
21-02-2015,27.5,83.0,0.0,2.0,N ,98.0,15.0,60.0,62.0,27.0
22-02-2015,27.7,71.0,0.0,1.0,N ,71.0,15.0,37.0,57.0,23.0
23-02-2015,27.1,80.0,0.0,1.0,N ,63.0,16.0,32.0,46.0,15.0
24-02-2015,28.1,76.0,1.9,1.0,N ,70.0,17.0,42.0,70.0,17.0
25-02-2015,28.7,77.0,0.0,2.0,N ,85.0,20.0,45.0,121.0,18.0
26-02-2015,29.0,76.0,0.0,1.0,N ,87.0,19.0,35.0,147.0,31.0
27-02-2015,27.5,83.0,44.1,1.0,N ,83.0,16.0,38.0,129.0,21.0
28-02-2015,27.9,80.0,6.5,1.0,N ,78.0,17.0,43.0,65.0,19.0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
