Date,Temperature,Humidity,Precipitation,Wind Speed,Wind Direction,pm10,so2,co,o3,no2
01-12-2015,29.1,76.0,9.0,2.0,N ,76,19,37,106,28
02-12-2015,29.8,73.0,0.0,2.0,N ,72,20,25,111,20
03-12-2015,29.1,75.0,0.0,1.0,N ,71,32,32,82,26
04-12-2015,29.0,77.0,2.7,2.0,N ,66,30,30,84,24
05-12-2015,28.4,78.0,0.0,1.0,N ,74,31,43,103,25
06-12-2015,28.0,81.0,0.6,2.0,N ,71,34,40,79,20
07-12-2015,28.3,82.0,42.5,2.0,N ,52,31,31,63,15
08-12-2015,27.5,85.0,0.0,0.0,N ,70,32,25,57,21
09-12-2015,29.1,78.0,1.2,1.0,N ,62,31,31,65,20
10-12-2015,29.6,74.0,0.0,2.0,N ,63,28,22,85,20
11-12-2015,29.3,77.0,0.0,2.0,N ,66,27,31,85,23
12-12-2015,28.2,77.0,1.1,0.0,N ,61,25,27,90,19
13-12-2015,28.3,79.0,0.0,2.0,W ,61,25,49,61,17
14-12-2015,27.9,79.0,9.2,2.0,W ,35,21,24,40,9
15-12-2015,27.7,78.0,0.1,2.0,N ,37,22,19,42,8
16-12-2015,26.5,83.0,0.0,2.0,W ,36,19,19,44,11
17-12-2015,25.5,84.0,5.6,1.0,W ,39,19,18,24,10
18-12-2015,27.5,76.0,1.6,2.0,N ,46,18,19,44,12
19-12-2015,27.2,82.0,6.2,1.0,N ,68,18,19,75,13
20-12-2015,26.6,87.0,5.4,1.0,N ,51,18,35,97,13
21-12-2015,27.0,76.0,11.0,2.0,W ,37,18,21,36,10
22-12-2015,28.8,73.0,0.0,2.0,N ,48,18,19,28,9
23-12-2015,29.4,69.0,0.0,2.0,SW,41,19,19,31,13
24-12-2015,29.3,66.0,0.0,2.0,W ,44,18,30,33,8
25-12-2015,28.0,73.0,0.0,2.0,N ,41,19,25,52,12
26-12-2015,29.0,78.0,0.0,2.0,N ,44,19,30,46,9
27-12-2015,28.4,82.0,5.0,2.0,N ,53,21,28,47,15
28-12-2015,28.7,82.0,0.2,1.0,N ,55,21,30,45,18
29-12-2015,29.1,77.0,0.0,2.0,N ,61,22,34,41,17
30-12-2015,27.5,85.0,93.2,2.0,N ,55,22,24,50,14
ddd_car: Arah angin terbanyak (°),,,,,,43,19,29,51,9
