Date,Temperature,Humidity,Precipitation,Wind Speed,Wind Direction,pm10,so2,co,o3,no2
01-05-2015,28.6,76.0,0.0,1.0,N ,57,17,33,105,20
02-05-2015,28.8,75.0,0.0,1.0,N ,82,19,53,99,16
03-05-2015,27.1,83.0,0.0,1.0,N ,65,21,35,96,22
04-05-2015,27.5,81.0,16.6,1.0,N ,55,19,43,71,16
05-05-2015,,,,,,73,22,61,62,23
06-05-2015,29.3,74.0,0.0,1.0,N ,79,19,45,48,22
07-05-2015,29.3,72.0,0.0,1.0,N ,59,18,29,67,15
08-05-2015,29.8,68.0,0.0,1.0,N ,72,22,27,53,15
09-05-2015,29.2,69.0,0.0,1.0,N ,83,15,40,83,16
10-05-2015,30.6,69.0,0.0,1.0,N ,57,19,28,76,19
11-05-2015,28.9,73.0,0.0,1.0,N ,65,23,28,47,30
12-05-2015,29.4,72.0,0.0,2.0,N ,77,20,42,57,16
13-05-2015,29.6,74.0,0.0,1.0,N ,75,24,33,63,43
14-05-2015,29.4,79.0,0.0,1.0,N ,67,18,28,61,22
15-05-2015,28.8,77.0,0.0,1.0,N ,60,17,38,53,63
16-05-2015,28.9,77.0,0.0,1.0,N ,68,17,46,92,17
17-05-2015,29.8,73.0,0.0,2.0,E ,67,17,37,66,42
18-05-2015,29.3,77.0,0.0,1.0,N ,77,18,32,77,30
19-05-2015,29.1,76.0,0.0,1.0,N ,84,18,31,105,19
20-05-2015,29.5,65.0,0.0,1.0,SE,83,18,30,97,22
21-05-2015,29.3,70.0,0.0,1.0,N ,87,18,32,84,19
22-05-2015,29.0,71.0,0.0,1.0,N ,85,19,27,90,17
23-05-2015,28.8,68.0,0.0,1.0,N ,93,22,36,90,18
24-05-2015,29.2,73.0,0.0,1.0,N ,87,24,34,77,17
25-05-2015,29.5,74.0,0.0,1.0,N ,83,20,29,83,14
26-05-2015,29.7,73.0,0.0,1.0,N ,78,19,41,85,17
27-05-2015,29.7,74.0,0.0,1.0,N ,96,20,32,74,16
28-05-2015,29.6,73.0,0.0,1.0,N ,69,20,24,37,11
29-05-2015,29.4,77.0,0.0,1.0,N ,64,20,30,64,22
30-05-2015,29.9,70.0,0.0,0.0,N ,74,20,36,70,18
31-05-2015,29.6,75.0,0.0,1.0,N ,70,20,53,83,14
