Tanggal,Tavg,RH_avg,RR,ff_avg,ddd_car
01-04-2019,28.3,76.0,8888.0,2.0,C 
02-04-2019,27.7,79.0,12.0,2.0,C 
03-04-2019,28.1,82.0,8.8,2.0,C 
04-04-2019,29.4,74.0,5.6,2.0,NW
05-04-2019,28.5,79.0,8888.0,2.0,C 
06-04-2019,28.5,80.0,1.7,1.0,C 
07-04-2019,28.0,78.0,2.0,1.0,C 
08-04-2019,29.1,82.0,50.6,2.0,C 
09-04-2019,28.6,80.0,3.5,2.0,C 
10-04-2019,29.5,74.0,0.0,1.0,C 
11-04-2019,30.4,70.0,0.0,2.0,C 
12-04-2019,29.5,75.0,0.0,2.0,W 
13-04-2019,29.8,75.0,0.0,2.0,C 
14-04-2019,29.6,70.0,1.0,1.0,C 
15-04-2019,28.8,78.0,0.0,2.0,C 
16-04-2019,28.3,81.0,6.8,1.0,C 
17-04-2019,28.9,80.0,1.8,1.0,C 
18-04-2019,30.7,74.0,0.0,2.0,C 
19-04-2019,27.9,86.0,18.2,1.0,C 
20-04-2019,27.8,83.0,12.9,1.0,C 
21-04-2019,29.4,80.0,5.6,2.0,C 
22-04-2019,30.1,69.0,11.0,2.0,C 
23-04-2019,30.3,72.0,0.0,2.0,C 
24-04-2019,28.0,84.0,0.0,1.0,C 
25-04-2019,29.3,77.0,22.8,1.0,C 
26-04-2019,28.3,84.0,13.2,1.0,C 
27-04-2019,27.9,85.0,1.8,1.0,C 
28-04-2019,28.5,82.0,0.0,1.0,C 
29-04-2019,28.9,81.0,5.5,1.0,C 
30-04-2019,28.2,83.0,9.8,1.0,C 
