Tanggal,Tavg,RH_avg,RR,ff_avg,ddd_car
01-03-2019,28.3,80.0,1.0,2.0,C 
02-03-2019,28.5,78.0,0.9,2.0,C 
03-03-2019,27.1,86.0,3.5,1.0,C 
04-03-2019,28.0,82.0,34.5,2.0,C 
05-03-2019,27.5,82.0,75.6,1.0,C 
06-03-2019,25.7,88.0,90.5,1.0,C 
07-03-2019,27.2,78.0,5.4,1.0,C 
08-03-2019,28.6,79.0,0.0,2.0,C 
09-03-2019,27.5,81.0,22.0,2.0,C 
10-03-2019,28.4,77.0,0.0,1.0,C 
11-03-2019,28.1,78.0,0.4,2.0,C 
12-03-2019,27.1,84.0,4.1,2.0,C 
13-03-2019,28.0,79.0,6.8,1.0,C 
14-03-2019,27.9,73.0,28.0,1.0,C 
15-03-2019,28.7,78.0,0.0,2.0,C 
16-03-2019,28.6,74.0,0.5,2.0,C 
17-03-2019,27.8,78.0,0.0,2.0,C 
18-03-2019,28.0,76.0,7.8,1.0,C 
19-03-2019,27.7,78.0,2.8,2.0,W 
20-03-2019,28.3,77.0,0.0,3.0,SW
21-03-2019,28.4,76.0,0.0,2.0,C 
22-03-2019,29.2,74.0,0.0,2.0,C 
23-03-2019,29.2,76.0,3.2,2.0,C 
24-03-2019,29.1,74.0,1.2,2.0,W 
25-03-2019,27.7,80.0,0.0,1.0,C 
26-03-2019,28.8,79.0,5.0,2.0,C 
27-03-2019,28.2,82.0,10.5,1.0,C 
28-03-2019,29.4,74.0,17.0,2.0,C 
29-03-2019,28.7,77.0,1.0,2.0,C 
30-03-2019,28.7,79.0,5.0,1.0,C 
31-03-2019,28.5,78.0,0.6,1.0,C 
