Tanggal,Tavg,RH_avg,RR,ff_avg,ddd_car
01-12-2019,29.9,76.0,8.5,1.0,C 
02-12-2019,30.1,73.0,8.6,2.0,C 
03-12-2019,30.0,72.0,0.0,2.0,C 
04-12-2019,29.9,76.0,0.0,2.0,C 
05-12-2019,29.1,78.0,16.5,2.0,C 
06-12-2019,28.7,82.0,22.5,1.0,C 
07-12-2019,27.8,81.0,1.5,2.0,C 
08-12-2019,28.6,81.0,8888.0,2.0,C 
09-12-2019,29.4,75.0,0.0,2.0,C 
10-12-2019,28.5,77.0,0.0,1.0,C 
11-12-2019,28.1,77.0,0.0,2.0,C 
12-12-2019,27.2,83.0,8888.0,1.0,C 
13-12-2019,28.6,78.0,0.8,2.0,C 
14-12-2019,29.0,73.0,0.0,2.0,C 
15-12-2019,29.4,74.0,0.0,1.0,C 
16-12-2019,28.8,80.0,0.0,1.0,C 
17-12-2019,26.9,87.0,4.2,1.0,C 
18-12-2019,28.8,78.0,40.0,1.0,C 
19-12-2019,28.7,80.0,0.0,1.0,C 
20-12-2019,29.2,70.0,0.0,1.0,C 
21-12-2019,29.3,72.0,0.0,2.0,C 
22-12-2019,27.5,86.0,24.5,1.0,C 
23-12-2019,28.2,82.0,4.8,2.0,C 
24-12-2019,28.7,74.0,16.0,1.0,C 
25-12-2019,26.3,92.0,38.0,0.0,C 
26-12-2019,27.9,82.0,27.4,1.0,C 
27-12-2019,27.3,85.0,3.0,1.0,C 
28-12-2019,26.9,86.0,36.5,2.0,C 
29-12-2019,27.5,84.0,10.2,1.0,C 
30-12-2019,28.9,75.0,0.8,2.0,C 
ddd_car: Arah angin terbanyak (°),,,,,
