Tanggal,Tavg,RH_avg,RR,ff_avg,ddd_car
01-11-2019,28.3,75.0,0.0,2.0,C 
02-11-2019,28.9,68.0,1.0,1.0,C 
03-11-2019,29.1,70.0,0.2,1.0,C 
04-11-2019,29.6,68.0,0.0,2.0,C 
05-11-2019,29.7,69.0,1.6,1.0,C 
06-11-2019,29.2,74.0,33.0,2.0,C 
07-11-2019,28.7,69.0,0.0,1.0,C 
08-11-2019,28.8,68.0,0.0,2.0,C 
09-11-2019,29.8,65.0,0.0,2.0,C 
10-11-2019,29.4,72.0,0.0,1.0,C 
11-11-2019,30.1,63.0,0.0,1.0,C 
12-11-2019,29.9,71.0,0.0,1.0,C 
13-11-2019,30.1,70.0,8888.0,1.0,C 
14-11-2019,28.5,77.0,0.0,1.0,C 
15-11-2019,29.9,70.0,1.0,2.0,C 
16-11-2019,30.4,66.0,0.0,1.0,C 
17-11-2019,30.3,62.0,0.0,1.0,C 
18-11-2019,29.7,71.0,0.0,1.0,C 
19-11-2019,29.7,70.0,0.0,1.0,C 
20-11-2019,29.8,70.0,0.0,2.0,C 
21-11-2019,28.8,77.0,0.0,2.0,C 
22-11-2019,29.6,74.0,0.0,1.0,C 
23-11-2019,29.8,73.0,0.0,1.0,C 
24-11-2019,29.9,71.0,0.0,1.0,C 
25-11-2019,29.4,77.0,1.6,1.0,C 
26-11-2019,29.9,76.0,8888.0,1.0,C 
27-11-2019,30.1,73.0,0.0,2.0,C 
28-11-2019,30.2,74.0,0.0,2.0,C 
29-11-2019,29.7,73.0,1.8,1.0,C 
30-11-2019,29.2,74.0,9.9,1.0,C 
