Tanggal,Tavg,RH_avg,RR,ff_avg,ddd_car
01-10-2019,28.6,70.0,0.0,1.0,C 
02-10-2019,29.3,70.0,0.0,1.0,C 
03-10-2019,29.3,71.0,0.0,2.0,C 
04-10-2019,29.8,66.0,0.0,2.0,C 
05-10-2019,29.7,61.0,0.0,1.0,C 
06-10-2019,29.6,61.0,0.0,1.0,C 
07-10-2019,29.9,59.0,0.0,2.0,C 
08-10-2019,29.3,68.0,0.0,2.0,C 
09-10-2019,29.0,73.0,1.0,1.0,C 
10-10-2019,28.8,75.0,0.0,2.0,C 
11-10-2019,29.8,66.0,0.0,1.0,C 
12-10-2019,29.4,70.0,0.0,2.0,C 
13-10-2019,29.0,70.0,0.0,2.0,C 
14-10-2019,29.3,72.0,0.0,1.0,C 
15-10-2019,29.5,70.0,0.0,1.0,C 
16-10-2019,29.4,67.0,0.0,1.0,C 
17-10-2019,29.6,71.0,0.0,1.0,C 
18-10-2019,29.4,71.0,0.0,1.0,C 
19-10-2019,30.0,71.0,0.0,1.0,C 
20-10-2019,29.5,70.0,0.0,1.0,C 
21-10-2019,30.7,65.0,0.0,1.0,C 
22-10-2019,30.3,66.0,0.0,1.0,C 
23-10-2019,30.4,64.0,0.0,1.0,C 
24-10-2019,29.9,68.0,0.0,1.0,C 
25-10-2019,30.2,71.0,0.0,2.0,C 
26-10-2019,29.5,72.0,0.0,2.0,C 
27-10-2019,29.3,74.0,0.0,1.0,C 
28-10-2019,29.3,73.0,0.0,1.0,C 
29-10-2019,29.3,73.0,0.0,1.0,C 
30-10-2019,29.2,70.0,0.0,2.0,C 
31-10-2019,29.7,68.0,0.0,2.0,NW
