Tanggal,Tavg,RH_avg,RR,ff_avg,ddd_car
01-07-2019,28.7,70.0,0.0,1.0,C 
02-07-2019,28.7,68.0,0.0,1.0,C 
03-07-2019,28.8,72.0,0.0,1.0,C 
04-07-2019,29.0,75.0,0.0,1.0,C 
05-07-2019,29.5,70.0,0.0,1.0,C 
06-07-2019,29.3,72.0,0.0,1.0,C 
07-07-2019,29.2,72.0,0.0,2.0,E 
08-07-2019,29.0,72.0,0.0,2.0,C 
09-07-2019,28.7,75.0,0.0,1.0,C 
10-07-2019,27.9,76.0,0.0,2.0,C 
11-07-2019,28.4,68.0,0.0,1.0,C 
12-07-2019,29.4,61.0,0.0,1.0,C 
13-07-2019,28.3,70.0,0.0,2.0,C 
14-07-2019,28.2,68.0,0.0,1.0,C 
15-07-2019,27.4,66.0,0.0,1.0,C 
16-07-2019,28.1,64.0,0.0,1.0,C 
17-07-2019,27.4,64.0,0.0,1.0,C 
18-07-2019,28.1,62.0,0.0,1.0,C 
19-07-2019,29.9,62.0,0.0,1.0,C 
20-07-2019,29.8,68.0,0.0,2.0,C 
21-07-2019,29.2,68.0,0.0,1.0,C 
22-07-2019,29.3,72.0,0.0,1.0,C 
23-07-2019,29.0,59.0,0.0,2.0,C 
24-07-2019,29.3,60.0,0.0,1.0,C 
25-07-2019,28.5,68.0,0.0,2.0,E 
26-07-2019,28.2,70.0,0.0,2.0,C 
27-07-2019,28.2,72.0,0.0,1.0,C 
28-07-2019,28.7,71.0,0.0,1.0,C 
29-07-2019,28.6,74.0,0.0,1.0,C 
30-07-2019,28.5,69.0,0.0,1.0,C 
31-07-2019,28.8,65.0,0.0,1.0,C 
