Tanggal,Tavg,RH_avg,RR,ff_avg,ddd_car
01-09-2013,29.7,73.0,0.0,2.0,E 
02-09-2013,29.9,70.0,0.0,2.0,E 
03-09-2013,28.9,76.0,0.0,2.0,E 
04-09-2013,29.0,76.0,0.0,2.0,NE
05-09-2013,28.7,75.0,15.4,2.0,N 
06-09-2013,28.3,78.0,0.0,2.0,N 
07-09-2013,28.0,78.0,25.4,2.0,N 
08-09-2013,27.8,82.0,0.0,1.0,N 
09-09-2013,28.5,76.0,0.0,2.0,N 
10-09-2013,28.8,73.0,0.0,2.0,N 
11-09-2013,28.6,67.0,0.0,2.0,N 
12-09-2013,29.2,68.0,0.0,2.0,E 
13-09-2013,28.9,73.0,0.0,2.0,N 
14-09-2013,29.1,73.0,3.0,2.0,N 
15-09-2013,28.1,77.0,2.5,2.0,N 
16-09-2013,28.8,71.0,0.0,2.0,E 
17-09-2013,28.7,72.0,0.0,2.0,N 
18-09-2013,28.9,73.0,0.0,1.0,N 
19-09-2013,29.5,72.0,0.0,2.0,N 
20-09-2013,29.7,71.0,0.0,2.0,N 
21-09-2013,29.1,71.0,3.2,2.0,N 
22-09-2013,29.0,73.0,0.0,2.0,N 
23-09-2013,29.1,70.0,0.0,2.0,S 
24-09-2013,29.8,63.0,0.0,2.0,E 
25-09-2013,29.8,69.0,0.0,2.0,N 
26-09-2013,29.4,72.0,0.0,2.0,N 
27-09-2013,28.9,70.0,0.0,2.0,N 
28-09-2013,29.7,74.0,0.0,2.0,N 
29-09-2013,29.4,70.0,0.0,3.0,N 
30-09-2013,28.3,78.0,0.0,2.0,N 
