Tanggal,Tavg,RH_avg,RR,ff_avg,ddd_car
01-06-2013,27.5,80.0,10.3,2.0,W 
02-06-2013,26.2,88.0,0.8,2.0,N 
03-06-2013,25.3,91.0,21.3,1.0,E 
04-06-2013,24.6,94.0,8.6,1.0,NE
05-06-2013,27.4,84.0,0.0,0.0,E 
06-06-2013,28.1,70.0,0.0,2.0,E 
07-06-2013,28.4,79.0,0.0,2.0,N 
08-06-2013,27.1,81.0,42.3,1.0,N 
09-06-2013,26.4,76.0,0.0,2.0,N 
10-06-2013,26.6,75.0,40.2,1.0,SE
11-06-2013,27.3,82.0,8.4,2.0,NE
12-06-2013,26.2,86.0,24.8,2.0,W 
13-06-2013,26.6,80.0,8888.0,2.0,W 
14-06-2013,27.9,73.0,0.0,1.0,S 
15-06-2013,28.4,68.0,0.0,2.0,E 
16-06-2013,27.9,78.0,5.3,2.0,N 
17-06-2013,26.9,82.0,13.7,1.0,SW
18-06-2013,28.1,80.0,0.0,1.0,E 
19-06-2013,27.7,82.0,0.8,2.0,W 
20-06-2013,27.1,78.0,37.8,1.0,SW
21-06-2013,25.6,78.0,10.3,2.0,E 
22-06-2013,27.8,81.0,0.2,1.0,E 
23-06-2013,27.7,78.0,8888.0,2.0,E 
24-06-2013,28.4,88.0,13.2,2.0,E 
25-06-2013,28.4,81.0,0.0,2.0,E 
26-06-2013,28.0,80.0,0.0,2.0,NE
27-06-2013,27.0,83.0,16.0,2.0,N 
28-06-2013,28.5,74.0,0.0,1.0,NE
29-06-2013,28.1,81.0,2.7,1.0,NE
30-06-2013,27.9,78.0,0.0,1.0,NW
