Tanggal,Tavg,RH_avg,RR,ff_avg,ddd_car
01-03-2013,29.4,72.0,8888.0,3.0,W 
02-03-2013,29.6,74.0,0.0,2.0,W 
03-03-2013,29.5,74.0,38.0,3.0,NW
04-03-2013,27.2,82.0,34.0,4.0,NW
05-03-2013,26.9,82.0,8888.0,3.0,W 
06-03-2013,28.5,76.0,0.0,2.0,NW
07-03-2013,28.7,76.0,0.0,4.0,NW
08-03-2013,28.2,78.0,5.0,3.0,NW
09-03-2013,28.7,77.0,0.6,3.0,NW
10-03-2013,27.5,77.0,33.8,5.0,W 
11-03-2013,29.6,70.0,0.0,3.0,N 
12-03-2013,28.8,76.0,0.0,3.0,W 
13-03-2013,29.9,68.0,0.0,4.0,W 
14-03-2013,27.7,82.0,7.5,5.0,W 
15-03-2013,28.2,79.0,1.2,3.0,N 
16-03-2013,28.3,80.0,6.1,4.0,W 
17-03-2013,28.7,80.0,0.0,3.0,NW
18-03-2013,29.5,71.0,0.0,3.0,NW
19-03-2013,28.9,78.0,0.0,3.0,S 
20-03-2013,28.1,77.0,25.0,2.0,E 
21-03-2013,29.4,73.0,0.0,3.0,N 
22-03-2013,28.7,78.0,6.0,4.0,N 
23-03-2013,29.1,76.0,0.5,2.0,N 
24-03-2013,29.1,75.0,0.0,2.0,NW
25-03-2013,29.9,72.0,0.0,2.0,N 
26-03-2013,30.0,74.0,0.0,3.0,N 
27-03-2013,29.1,76.0,1.0,2.0,N 
28-03-2013,29.4,74.0,10.8,3.0,W 
29-03-2013,28.6,79.0,0.0,3.0,W 
30-03-2013,29.3,76.0,14.9,3.0,W 
31-03-2013,28.8,76.0,0.0,5.0,W 
