Tanggal,Tavg,RH_avg,RR,ff_avg,ddd_car
01-04-2013,29.6,76.0,0.0,3.0,W 
02-04-2013,29.6,85.0,0.5,2.0,SW
03-04-2013,29.3,77.0,0.0,3.0,NE
04-04-2013,28.4,85.0,11.5,2.0,W 
05-04-2013,29.3,75.0,0.0,3.0,W 
06-04-2013,27.9,82.0,34.2,3.0,SW
07-04-2013,27.7,82.0,2.2,2.0,N 
08-04-2013,28.4,80.0,8888.0,2.0,W 
09-04-2013,29.3,75.0,0.0,2.0,N 
10-04-2013,29.3,74.0,0.2,3.0,W 
11-04-2013,28.3,83.0,2.6,3.0,N 
12-04-2013,29.4,71.0,0.0,3.0,W 
13-04-2013,28.9,72.0,0.0,4.0,W 
14-04-2013,29.4,76.0,48.2,3.0,N 
15-04-2013,30.1,71.0,13.8,3.0,W 
16-04-2013,29.0,79.0,2.0,3.0,W 
17-04-2013,29.4,78.0,4.0,3.0,E 
18-04-2013,25.6,92.0,39.0,3.0,W 
19-04-2013,27.4,82.0,0.0,3.0,N 
20-04-2013,28.3,78.0,0.0,3.0,E 
21-04-2013,29.8,80.0,8888.0,3.0,E 
22-04-2013,26.8,87.0,13.0,2.0,E 
23-04-2013,28.2,83.0,0.0,2.0,N 
24-04-2013,27.6,86.0,6.7,2.0,N 
25-04-2013,28.6,80.0,16.9,3.0,SW
26-04-2013,28.4,82.0,0.0,3.0,E 
27-04-2013,28.4,82.0,2.0,2.0,E 
28-04-2013,28.6,79.0,0.0,3.0,E 
29-04-2013,29.7,70.0,0.0,3.0,E 
30-04-2013,30.0,67.0,7.5,3.0,E 
