Tanggal,Tavg,RH_avg,RR,ff_avg,ddd_car
01-08-2013,28.3,70.0,2.0,1.0,E 
02-08-2013,28.0,75.0,0.0,2.0,N 
03-08-2013,29.0,69.0,0.0,2.0,E 
04-08-2013,28.6,74.0,0.0,2.0,E 
05-08-2013,28.5,74.0,0.0,0.0,N 
06-08-2013,29.5,74.0,10.6,1.0,NE
07-08-2013,27.9,80.0,4.2,1.0,SW
08-08-2013,27.0,81.0,26.6,1.0,N 
09-08-2013,27.3,80.0,0.0,2.0,E 
10-08-2013,28.6,74.0,0.0,2.0,N 
11-08-2013,30.1,73.0,0.0,1.0,N 
12-08-2013,28.5,75.0,0.0,1.0,N 
13-08-2013,27.5,66.0,0.0,1.0,N 
14-08-2013,27.7,68.0,0.0,1.0,E 
15-08-2013,28.2,71.0,3.0,2.0,E 
16-08-2013,29.0,72.0,0.0,2.0,E 
17-08-2013,29.1,73.0,0.7,2.0,W 
18-08-2013,27.1,85.0,13.4,1.0,N 
19-08-2013,28.4,70.0,0.0,2.0,N 
20-08-2013,28.3,69.0,0.0,2.0,E 
21-08-2013,28.7,72.0,0.0,2.0,E 
22-08-2013,29.7,68.0,0.0,2.0,NE
23-08-2013,29.2,70.0,0.0,1.0,E 
24-08-2013,29.3,63.0,0.0,2.0,E 
25-08-2013,28.7,66.0,0.0,2.0,E 
26-08-2013,28.7,67.0,0.0,3.0,E 
27-08-2013,29.6,64.0,0.0,3.0,E 
28-08-2013,28.9,74.0,0.0,2.0,E 
29-08-2013,29.2,72.0,0.0,2.0,E 
30-08-2013,28.9,77.0,0.9,3.0,N 
31-08-2013,29.1,73.0,0.0,3.0,E 
